index,seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,maxenergy
247,a,b,W,943300.0,987.0,-23.0,-30.0,a,2.0,1.0,1.0,0.0,0.0,1400.0,1000.0
248,a,b,N,348780.0,723.0,-23.0,4.0,a,1.0,1.0,0.0,0.0,0.0,300.0,300.0
249,a,b,N,154420.0,319.0,-46.0,-43.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
251,b,b,W,1811640.0,1927.0,47.0,41.0,a,1.0,0.0,0.0,1.0,0.0,40000.0,40000.0
252,b,b,W,1446770.0,1471.0,13.0,5.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,b,b,W,1367690.0,2902.0,0.0,90.0,a,4.0,2.0,1.0,1.0,0.0,25400.0,20000.0
255,b,b,W,814170.0,2082.0,-39.0,27.0,b,2.0,1.0,1.0,0.0,0.0,1700.0,1000.0
257,b,b,W,886800.0,2519.0,-29.0,44.0,a,3.0,0.0,2.0,1.0,0.0,49000.0,40000.0
259,b,a,W,542890.0,1623.0,-51.0,-14.0,a,3.0,0.0,2.0,1.0,0.0,25000.0,20000.0
260,b,a,W,1104700.0,2584.0,3.0,33.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,b,a,W,734930.0,2062.0,-29.0,1.0,a,2.0,1.0,1.0,0.0,0.0,4800.0,4000.0
263,b,a,W,480250.0,2368.0,-42.0,13.0,a,2.0,0.0,1.0,1.0,0.0,34000.0,30000.0
264,b,a,W,428740.0,2031.0,-44.0,-5.0,a,1.0,0.0,1.0,0.0,0.0,4000.0,4000.0
265,b,a,W,450060.0,2019.0,-33.0,-2.0,a,3.0,0.0,3.0,0.0,0.0,14000.0,8000.0
267,b,a,W,448900.0,2162.0,-29.0,-1.0,a,5.0,1.0,3.0,1.0,0.0,31500.0,20000.0
268,b,a,W,453850.0,1973.0,-23.0,-9.0,a,1.0,0.0,1.0,0.0,0.0,8000.0,8000.0
269,b,a,W,779850.0,2999.0,35.0,38.0,a,2.0,1.0,1.0,0.0,0.0,5600.0,5000.0
270,a,a,N,146840.0,744.0,-68.0,-46.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
271,a,a,W,675030.0,1992.0,12.0,-14.0,a,4.0,1.0,3.0,0.0,0.0,5300.0,2000.0
272,a,a,W,811060.0,2877.0,45.0,28.0,a,2.0,2.0,0.0,0.0,0.0,900.0,700.0
275,b,b,W,439210.0,2259.0,-21.0,-2.0,a,6.0,3.0,2.0,1.0,0.0,18000.0,10000.0
276,b,b,W,286300.0,1381.0,-49.0,-41.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,a,b,W,833250.0,1840.0,64.0,-6.0,a,4.0,1.0,2.0,1.0,0.0,14600.0,10000.0
280,b,b,W,571990.0,1608.0,0.0,-18.0,a,4.0,0.0,3.0,1.0,0.0,44000.0,30000.0
282,b,b,W,834760.0,2307.0,37.0,18.0,a,4.0,0.0,2.0,2.0,0.0,54000.0,30000.0
286,b,a,W,452730.0,1349.0,-34.0,-31.0,a,3.0,0.0,1.0,2.0,0.0,64000.0,30000.0
287,b,a,W,833660.0,2493.0,22.0,32.0,a,4.0,2.0,2.0,0.0,0.0,11000.0,6000.0
288,b,a,N,131820.0,583.0,-47.0,-42.0,a,1.0,0.0,1.0,0.0,0.0,1000.0,1000.0
289,a,a,N,72250.0,339.0,-70.0,-65.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,a,a,N,58850.0,236.0,-73.0,-74.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,a,a,N,54750.0,233.0,-38.0,-40.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,a,a,N,43600.0,194.0,-48.0,-48.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,a,a,N,58200.0,219.0,-27.0,-38.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
294,a,a,N,53320.0,203.0,-31.0,-39.0,a,1.0,0.0,1.0,0.0,0.0,4000.0,4000.0
297,b,a,W,593950.0,1972.0,-13.0,-2.0,a,4.0,2.0,1.0,1.0,0.0,32800.0,30000.0
298,b,a,W,570400.0,1892.0,-17.0,-7.0,a,2.0,0.0,2.0,0.0,0.0,11000.0,7000.0
300,b,a,W,383490.0,1401.0,-42.0,-30.0,a,1.0,0.0,0.0,1.0,0.0,30000.0,30000.0
302,b,a,W,645750.0,2035.0,7.0,6.0,a,4.0,1.0,1.0,2.0,0.0,63800.0,40000.0
306,b,a,W,459160.0,1714.0,-21.0,-11.0,a,1.0,0.0,0.0,1.0,0.0,40000.0,40000.0
307,b,a,N,285990.0,1109.0,67.0,62.0,a,1.0,0.0,1.0,0.0,0.0,6000.0,6000.0
309,b,a,W,536260.0,1733.0,2.0,-4.0,a,2.0,0.0,1.0,1.0,0.0,74000.0,70000.0
310,b,a,N,90160.0,425.0,-48.0,-39.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,b,a,N,55350.0,246.0,-65.0,-61.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
312,a,a,N,72780.0,269.0,-48.0,-52.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
313,a,a,W,498400.0,1647.0,-4.0,-8.0,a,1.0,1.0,0.0,0.0,0.0,300.0,300.0
314,a,a,N,342050.0,1607.0,-2.0,-20.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,b,a,W,366500.0,1484.0,-46.0,-61.0,a,1.0,0.0,0.0,1.0,0.0,30000.0,30000.0
317,b,a,W,507230.0,2116.0,-21.0,-40.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
319,b,a,W,329680.0,1268.0,-24.0,-26.0,a,1.0,0.0,0.0,1.0,0.0,70000.0,70000.0
320,b,a,W,579440.0,2343.0,38.0,41.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
321,b,a,W,292040.0,1233.0,-33.0,-29.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,b,a,W,464220.0,1808.0,16.0,10.0,a,2.0,1.0,0.0,1.0,0.0,40700.0,40000.0
325,b,b,W,393140.0,1685.0,-2.0,2.0,a,3.0,2.0,1.0,0.0,0.0,5200.0,4000.0
326,b,b,W,742750.0,3037.0,87.0,85.0,a,4.0,0.0,4.0,0.0,0.0,18000.0,8000.0
328,b,b,W,289580.0,1986.0,-38.0,2.0,a,2.0,0.0,1.0,1.0,0.0,54000.0,50000.0
330,b,a,W,347400.0,1684.0,-28.0,-22.0,a,2.0,0.0,1.0,1.0,0.0,31000.0,30000.0
331,b,a,N,72370.0,581.0,-79.0,-70.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,b,a,N,59210.0,440.0,-82.0,-76.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
333,a,a,N,42560.0,379.0,-73.0,-57.0,a,1.0,0.0,1.0,0.0,0.0,4000.0,4000.0
335,b,a,W,632800.0,2959.0,39.0,41.0,a,2.0,0.0,1.0,1.0,0.0,25000.0,20000.0
337,b,a,W,172250.0,1250.0,-43.0,-50.0,a,2.0,0.0,1.0,1.0,0.0,73000.0,70000.0
338,b,a,W,256850.0,1650.0,-11.0,-31.0,a,4.0,4.0,0.0,0.0,0.0,1800.0,700.0
342,b,a,W,233800.0,1315.0,7.0,-7.0,a,3.0,2.0,0.0,1.0,0.0,20700.0,20000.0
344,b,a,W,244480.0,1576.0,11.0,12.0,a,3.0,2.0,0.0,1.0,0.0,51200.0,50000.0
345,b,a,W,430310.0,1955.0,92.0,37.0,a,2.0,1.0,1.0,0.0,0.0,1200.0,1000.0
346,b,a,W,311200.0,1147.0,-38.0,-62.0,a,3.0,1.0,2.0,0.0,0.0,14400.0,9000.0
347,a,a,W,478520.0,1493.0,-1.0,-47.0,a,4.0,3.0,1.0,0.0,0.0,4300.0,3000.0
349,b,a,W,379670.0,1456.0,-21.0,-45.0,a,2.0,0.0,0.0,2.0,0.0,40000.0,20000.0
352,b,b,W,397280.0,1630.0,-29.0,-48.0,a,3.0,1.0,1.0,1.0,0.0,31300.0,30000.0
354,b,a,N,136810.0,746.0,-41.0,-47.0,a,1.0,0.0,0.0,1.0,0.0,40000.0,40000.0
355,b,a,W,358490.0,1231.0,-36.0,-58.0,a,1.0,1.0,0.0,0.0,0.0,400.0,400.0
357,b,a,W,545470.0,1894.0,-1.0,-29.0,a,4.0,1.0,1.0,2.0,0.0,53600.0,30000.0
358,b,a,N,102550.0,731.0,-53.0,-45.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,b,b,N,66800.0,441.0,-34.0,-31.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,a,b,N,67210.0,420.0,-31.0,-32.0,a,1.0,0.0,1.0,0.0,0.0,4000.0,4000.0
361,a,b,W,532290.0,2055.0,-4.0,-19.0,a,2.0,0.0,2.0,0.0,0.0,4000.0,2000.0
362,a,b,W,511560.0,2205.0,-9.0,-10.0,a,5.0,2.0,3.0,0.0,0.0,9700.0,5000.0
364,b,a,N,155980.0,742.0,65.0,24.0,a,1.0,0.0,0.0,1.0,0.0,20000.0,20000.0
365,b,a,N,12340.0,125.0,-88.0,-79.0,a,1.0,1.0,0.0,0.0,0.0,400.0,400.0
366,b,a,N,5920.0,82.0,-94.0,-85.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,a,a,N,4150.0,67.0,-95.0,-87.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,a,a,N,10420.0,62.0,-85.0,-86.0,a,1.0,0.0,1.0,0.0,0.0,1000.0,1000.0
369,a,a,N,2970.0,50.0,-95.0,-87.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,a,a,N,4230.0,48.0,-92.0,-85.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,a,a,N,3210.0,47.0,-93.0,-82.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,a,a,N,3550.0,38.0,-89.0,-82.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,a,a,N,3170.0,36.0,-88.0,-79.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,a,a,N,4490.0,35.0,-78.0,-73.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,a,a,N,8790.0,53.0,-91.0,-91.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
377,b,a,W,94740.0,732.0,-79.0,-73.0,a,3.0,2.0,0.0,1.0,0.0,21000.0,20000.0
379,b,a,W,92450.0,777.0,15.0,24.0,a,4.0,1.0,2.0,1.0,0.0,27600.0,10000.0
381,b,a,W,108010.0,889.0,-70.0,-60.0,a,4.0,1.0,2.0,1.0,0.0,41200.0,30000.0
382,b,a,W,71660.0,532.0,-78.0,-74.0,a,2.0,1.0,1.0,0.0,0.0,2800.0,2000.0
384,b,a,W,110510.0,708.0,-58.0,-58.0,a,4.0,2.0,1.0,1.0,0.0,44200.0,40000.0
386,b,a,W,151660.0,900.0,-25.0,-33.0,a,7.0,2.0,3.0,2.0,0.0,67700.0,30000.0
387,b,a,W,103140.0,762.0,-42.0,-35.0,a,3.0,1.0,2.0,0.0,0.0,7500.0,5000.0
388,b,a,W,76560.0,586.0,-47.0,-41.0,a,5.0,1.0,4.0,0.0,0.0,9500.0,4000.0
390,b,b,W,176830.0,1297.0,54.0,56.0,a,5.0,2.0,2.0,1.0,0.0,36200.0,30000.0
392,b,b,W,184710.0,1482.0,61.0,78.0,a,9.0,1.0,7.0,1.0,0.0,49800.0,30000.0
393,b,b,W,80040.0,751.0,-37.0,-19.0,a,2.0,1.0,1.0,0.0,0.0,1600.0,1000.0
394,b,c,N,18900.0,208.0,-81.0,-67.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
395,a,c,N,11350.0,94.0,-87.0,-84.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,a,c,N,10490.0,93.0,-87.0,-82.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
398,b,b,W,127770.0,1141.0,7.0,24.0,a,4.0,2.0,1.0,1.0,0.0,44400.0,40000.0
399,b,b,W,108260.0,891.0,-12.0,-7.0,a,5.0,3.0,2.0,0.0,0.0,6000.0,3000.0
401,b,a,W,47980.0,382.0,-26.0,-32.0,a,3.0,1.0,1.0,1.0,0.0,38600.0,30000.0
402,b,a,W,54050.0,373.0,-14.0,-31.0,a,3.0,1.0,2.0,0.0,0.0,9400.0,6000.0
405,b,b,W,29400.0,331.0,-32.0,-6.0,a,2.0,0.0,1.0,1.0,0.0,22000.0,20000.0
407,b,a,W,45170.0,557.0,9.0,59.0,a,3.0,2.0,0.0,1.0,0.0,70700.0,70000.0
408,b,a,W,38010.0,410.0,-10.0,10.0,a,1.0,0.0,1.0,0.0,0.0,1000.0,1000.0
409,b,a,W,22090.0,174.0,-47.0,-54.0,a,4.0,1.0,3.0,0.0,0.0,8800.0,5000.0
411,b,a,W,22860.0,313.0,-42.0,-16.0,a,6.0,1.0,3.0,2.0,0.0,70500.0,50000.0
412,b,a,W,25940.0,233.0,-31.0,-37.0,a,5.0,1.0,4.0,0.0,0.0,15400.0,7000.0
414,b,a,W,26190.0,246.0,-29.0,-33.0,a,3.0,2.0,0.0,1.0,0.0,20500.0,20000.0
415,b,a,W,21970.0,183.0,-33.0,-45.0,a,5.0,3.0,2.0,0.0,0.0,11500.0,9000.0
416,b,a,W,19120.0,194.0,-40.0,-39.0,a,3.0,1.0,2.0,0.0,0.0,9300.0,6000.0
417,a,a,N,5180.0,73.0,-74.0,-51.0,a,1.0,1.0,0.0,0.0,0.0,400.0,400.0
419,b,b,W,44020.0,528.0,61.0,92.0,a,7.0,3.0,3.0,1.0,0.0,25100.0,20000.0
423,b,a,W,52990.0,483.0,54.0,39.0,a,5.0,3.0,0.0,2.0,0.0,71300.0,50000.0
425,b,b,W,46810.0,552.0,28.0,47.0,a,3.0,1.0,1.0,1.0,0.0,27500.0,20000.0
426,b,b,W,59300.0,690.0,53.0,70.0,a,6.0,1.0,5.0,0.0,0.0,25700.0,8000.0
428,b,b,W,47500.0,668.0,12.0,46.0,a,8.0,4.0,2.0,2.0,0.0,97100.0,50000.0
429,b,b,W,46430.0,737.0,3.0,46.0,a,4.0,2.0,2.0,0.0,0.0,15000.0,9000.0
431,b,b,N,20340.0,271.0,16.0,93.0,a,2.0,0.0,1.0,0.0,1.0,202000.0,200000.0
432,a,b,N,4930.0,109.0,-59.0,-31.0,a,1.0,0.0,1.0,0.0,0.0,5000.0,5000.0
434,b,a,W,73420.0,1202.0,53.0,96.0,a,5.0,2.0,2.0,1.0,0.0,30200.0,20000.0
435,b,a,W,38170.0,784.0,-27.0,12.0,a,3.0,1.0,2.0,0.0,0.0,3500.0,2000.0
436,b,a,N,5500.0,152.0,-51.0,-1.0,a,2.0,1.0,0.0,0.0,0.0,250.0,200.0
439,b,a,W,30460.0,457.0,-39.0,-36.0,a,3.0,2.0,0.0,1.0,0.0,70600.0,70000.0
440,b,a,W,28300.0,569.0,-41.0,-20.0,a,1.0,0.0,1.0,0.0,0.0,8000.0,8000.0
441,b,b,N,15500.0,255.0,72.0,86.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
443,b,b,W,59380.0,949.0,27.0,30.0,a,5.0,2.0,2.0,1.0,0.0,26600.0,20000.0
446,b,b,W,93190.0,439.0,82.0,-53.0,a,4.0,1.0,2.0,1.0,0.0,81400.0,70000.0
448,b,b,W,73820.0,322.0,-16.0,-14.0,a,8.0,3.0,3.0,2.0,0.0,52700.0,30000.0
449,b,b,W,102380.0,508.0,19.0,37.0,a,8.0,4.0,4.0,0.0,0.0,13400.0,8000.0
450,b,b,W,88360.0,443.0,1.0,15.0,a,4.0,2.0,2.0,0.0,0.0,6300.0,4000.0
451,a,a,W,56810.0,285.0,-35.0,-27.0,a,5.0,2.0,3.0,0.0,0.0,6100.0,2000.0
453,a,a,W,61710.0,376.0,-29.0,-6.0,a,4.0,1.0,2.0,1.0,0.0,22900.0,10000.0
454,a,a,W,53900.0,320.0,-36.0,-20.0,a,2.0,0.0,2.0,0.0,0.0,4000.0,2000.0
455,a,a,W,66680.0,430.0,-17.0,9.0,a,2.0,1.0,1.0,0.0,0.0,5400.0,5000.0
456,a,a,W,43660.0,281.0,-44.0,-29.0,a,1.0,1.0,0.0,0.0,0.0,700.0,700.0
457,a,a,N,11730.0,59.0,-53.0,-88.0,a,1.0,1.0,0.0,0.0,0.0,300.0,300.0
458,a,a,N,6530.0,38.0,-72.0,-92.0,a,1.0,1.0,0.0,0.0,0.0,100.0,100.0
459,a,a,N,9280.0,43.0,-57.0,-90.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
460,a,a,W,86740.0,486.0,17.0,25.0,a,2.0,0.0,2.0,0.0,0.0,9000.0,7000.0
461,a,a,W,92380.0,514.0,25.0,29.0,a,6.0,5.0,1.0,0.0,0.0,4300.0,2000.0
462,a,a,W,52780.0,350.0,-30.0,-16.0,a,1.0,1.0,0.0,0.0,0.0,200.0,200.0
463,a,a,W,56830.0,394.0,-20.0,-2.0,a,5.0,2.0,3.0,0.0,0.0,10500.0,5000.0
465,a,a,W,78430.0,455.0,12.0,8.0,a,5.0,1.0,3.0,0.0,1.0,207900.0,200000.0
466,a,a,W,47370.0,296.0,-30.0,-28.0,a,4.0,2.0,2.0,0.0,0.0,8800.0,7000.0
467,a,b,W,73180.0,488.0,11.0,20.0,a,5.0,3.0,2.0,0.0,0.0,9600.0,6000.0
468,a,b,W,104410.0,631.0,54.0,50.0,a,3.0,2.0,1.0,0.0,0.0,1600.0,1000.0
469,a,b,N,8190.0,64.0,-11.0,36.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,a,b,N,3410.0,33.0,-62.0,-32.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,b,b,W,81600.0,628.0,-1.0,75.0,a,6.0,3.0,2.0,1.0,0.0,44000.0,40000.0
474,b,b,W,42390.0,356.0,-48.0,-7.0,a,3.0,1.0,2.0,0.0,0.0,6600.0,3000.0
475,b,a,W,36400.0,303.0,-53.0,-21.0,a,2.0,1.0,1.0,0.0,0.0,1400.0,1000.0
476,a,a,W,69070.0,505.0,-4.0,35.0,a,5.0,3.0,2.0,0.0,0.0,5700.0,2000.0
477,a,a,W,40420.0,269.0,-42.0,-31.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,a,a,N,11390.0,89.0,47.0,94.0,a,1.0,1.0,0.0,0.0,0.0,300.0,300.0
479,a,a,N,5550.0,44.0,-31.0,-12.0,a,2.0,1.0,1.0,0.0,0.0,4300.0,4000.0
480,a,a,N,7040.0,37.0,-8.0,-26.0,a,2.0,1.0,1.0,0.0,0.0,5500.0,5000.0
481,a,a,W,39050.0,305.0,-40.0,-19.0,a,3.0,3.0,0.0,0.0,0.0,2000.0,700.0
482,a,a,W,55530.0,438.0,-8.0,18.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
483,a,a,W,53390.0,432.0,-7.0,15.0,a,2.0,1.0,1.0,0.0,0.0,3200.0,3000.0
484,a,a,W,37270.0,293.0,-31.0,-23.0,a,3.0,1.0,2.0,0.0,0.0,6200.0,4000.0
485,a,a,W,53170.0,461.0,9.0,23.0,a,5.0,2.0,3.0,0.0,0.0,4800.0,2000.0
486,a,a,W,42280.0,375.0,-17.0,-6.0,a,5.0,3.0,2.0,0.0,0.0,12100.0,7000.0
487,a,a,W,27980.0,243.0,-40.0,-35.0,a,6.0,3.0,3.0,0.0,0.0,7000.0,3000.0
488,a,a,W,60200.0,449.0,32.0,24.0,a,5.0,3.0,2.0,0.0,0.0,9200.0,5000.0
489,a,a,W,64290.0,495.0,34.0,31.0,a,3.0,1.0,2.0,0.0,0.0,5100.0,4000.0
490,a,a,W,33310.0,274.0,-30.0,-27.0,a,6.0,3.0,3.0,0.0,0.0,6800.0,3000.0
491,a,a,W,60420.0,537.0,30.0,43.0,a,2.0,1.0,1.0,0.0,0.0,4500.0,4000.0
492,a,a,W,49430.0,434.0,1.0,9.0,a,2.0,2.0,0.0,0.0,0.0,1500.0,800.0
494,b,a,W,87140.0,680.0,94.0,83.0,a,4.0,2.0,1.0,1.0,0.0,27100.0,20000.0
495,b,a,W,24490.0,237.0,-51.0,-42.0,a,3.0,3.0,0.0,0.0,0.0,1000.0,500.0
496,b,b,N,6140.0,60.0,-17.0,23.0,a,1.0,1.0,0.0,0.0,0.0,400.0,400.0
497,a,b,N,2190.0,29.0,-69.0,-42.0,a,1.0,1.0,0.0,0.0,0.0,200.0,200.0
498,a,b,N,3020.0,29.0,-53.0,-40.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,a,b,N,1630.0,26.0,-72.0,-44.0,a,1.0,1.0,0.0,0.0,0.0,800.0,800.0
500,a,b,N,2560.0,38.0,-49.0,-14.0,a,2.0,1.0,1.0,0.0,0.0,1300.0,1000.0
501,a,a,N,3510.0,27.0,-22.0,-35.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,b,a,W,45330.0,485.0,-4.0,25.0,a,3.0,0.0,2.0,0.0,1.0,402000.0,400000.0
505,a,b,W,26800.0,306.0,-44.0,-26.0,a,1.0,0.0,0.0,1.0,0.0,10000.0,10000.0
506,a,b,W,48250.0,573.0,9.0,44.0,a,3.0,1.0,2.0,0.0,0.0,12600.0,8000.0
507,a,b,N,6790.0,67.0,34.0,50.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,a,b,W,27890.0,276.0,-72.0,-72.0,a,6.0,3.0,3.0,0.0,0.0,9800.0,6000.0
509,a,b,W,54820.0,585.0,-41.0,-37.0,a,3.0,1.0,2.0,0.0,0.0,5600.0,3000.0
510,a,b,W,37840.0,468.0,-57.0,-47.0,a,2.0,2.0,0.0,0.0,0.0,1200.0,600.0
511,a,b,W,31510.0,323.0,-22.0,-27.0,a,4.0,3.0,1.0,0.0,0.0,2700.0,2000.0
512,a,a,W,36400.0,411.0,-7.0,-5.0,a,2.0,1.0,1.0,0.0,0.0,8700.0,8000.0
513,a,a,N,9470.0,79.0,-81.0,-84.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
514,a,a,W,29340.0,294.0,-25.0,-31.0,a,3.0,3.0,0.0,0.0,0.0,1400.0,600.0
515,a,a,W,44960.0,643.0,19.0,56.0,a,4.0,1.0,3.0,0.0,0.0,14400.0,9000.0
516,a,a,W,28500.0,337.0,-26.0,-22.0,a,1.0,1.0,0.0,0.0,0.0,400.0,400.0
518,b,a,W,33760.0,568.0,-7.0,35.0,a,3.0,1.0,1.0,1.0,0.0,81500.0,80000.0
519,b,a,W,25400.0,398.0,-29.0,-8.0,a,2.0,0.0,2.0,0.0,0.0,6000.0,4000.0
520,b,a,W,32500.0,474.0,-5.0,10.0,a,1.0,1.0,0.0,0.0,0.0,700.0,700.0
521,a,b,N,12580.0,120.0,-73.0,-74.0,a,1.0,1.0,0.0,0.0,0.0,600.0,600.0
522,a,b,N,8060.0,57.0,-81.0,-86.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
523,a,b,W,20160.0,262.0,-40.0,-39.0,a,3.0,3.0,0.0,0.0,0.0,1600.0,800.0
524,a,a,W,36020.0,487.0,15.0,18.0,a,1.0,1.0,0.0,0.0,0.0,400.0,400.0
525,a,a,W,26550.0,330.0,-17.0,-23.0,a,2.0,1.0,1.0,0.0,0.0,1700.0,1000.0
526,a,a,W,15460.0,208.0,-50.0,-51.0,a,1.0,0.0,1.0,0.0,0.0,4000.0,4000.0
527,a,a,W,23630.0,294.0,-20.0,-29.0,a,3.0,3.0,0.0,0.0,0.0,1800.0,900.0
528,a,a,W,32130.0,427.0,18.0,13.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,a,a,W,28570.0,336.0,3.0,-13.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
530,a,a,W,37640.0,596.0,37.0,58.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,a,b,W,42930.0,341.0,54.0,-11.0,a,5.0,2.0,3.0,0.0,0.0,6200.0,3000.0
533,b,b,W,45470.0,573.0,64.0,65.0,a,8.0,5.0,2.0,1.0,0.0,33600.0,20000.0
535,b,b,W,17150.0,198.0,-39.0,-44.0,a,3.0,1.0,1.0,1.0,0.0,24200.0,20000.0
536,b,a,W,44600.0,591.0,64.0,75.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
537,b,a,W,40150.0,525.0,33.0,40.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,a,a,W,17860.0,200.0,-44.0,-50.0,a,2.0,1.0,1.0,0.0,0.0,4200.0,4000.0
539,a,a,N,4190.0,43.0,-58.0,-49.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,a,a,N,1150.0,22.0,-88.0,-73.0,a,1.0,1.0,0.0,0.0,0.0,100.0,100.0
541,a,a,N,2020.0,18.0,-76.0,-76.0,a,1.0,1.0,0.0,0.0,0.0,400.0,400.0
542,a,a,N,1650.0,21.0,-79.0,-69.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,a,a,N,6040.0,41.0,-13.0,-33.0,a,2.0,1.0,1.0,0.0,0.0,3300.0,3000.0
544,a,a,W,13690.0,147.0,-66.0,-67.0,a,2.0,1.0,1.0,0.0,0.0,3300.0,3000.0
545,a,a,W,54830.0,694.0,46.0,68.0,a,5.0,3.0,2.0,0.0,0.0,4000.0,1000.0
546,a,a,W,34280.0,460.0,-12.0,5.0,a,1.0,0.0,1.0,0.0,0.0,3000.0,3000.0
547,a,a,W,24970.0,325.0,-35.0,-26.0,a,2.0,0.0,2.0,0.0,0.0,4000.0,3000.0
548,a,a,W,46740.0,553.0,27.0,29.0,a,6.0,3.0,3.0,0.0,0.0,5800.0,2000.0
549,a,a,W,23040.0,318.0,-39.0,-28.0,a,2.0,1.0,1.0,0.0,0.0,1300.0,1000.0
550,a,b,N,5380.0,90.0,-18.0,58.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
551,a,b,W,33540.0,570.0,-6.0,34.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,a,b,W,39980.0,629.0,14.0,43.0,b,2.0,1.0,1.0,0.0,0.0,2800.0,2000.0
555,a,b,W,60910.0,882.0,55.0,62.0,a,2.0,0.0,1.0,0.0,1.0,303000.0,300000.0
557,a,b,W,150220.0,709.0,53.0,-25.0,a,2.0,0.0,1.0,1.0,0.0,23000.0,20000.0
558,b,b,W,109110.0,417.0,6.0,-54.0,a,2.0,2.0,0.0,0.0,0.0,1300.0,800.0
559,b,b,W,70490.0,330.0,-38.0,-37.0,a,6.0,1.0,5.0,0.0,0.0,10300.0,3000.0
560,a,b,W,83570.0,488.0,-24.0,-3.0,a,3.0,2.0,1.0,0.0,0.0,1800.0,1000.0
561,a,b,W,46580.0,260.0,-56.0,-48.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
562,a,a,N,6500.0,67.0,-87.0,-87.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,a,a,N,5310.0,49.0,-88.0,-89.0,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,a,a,N,5770.0,45.0,-86.0,-89.0,a,1.0,0.0,1.0,0.0,0.0,2000.0,2000.0
566,b,a,W,96070.0,537.0,3.0,19.0,a,3.0,1.0,1.0,1.0,0.0,49200.0,40000.0
567,b,a,W,40800.0,222.0,-56.0,-51.0,a,3.0,1.0,2.0,0.0,0.0,5800.0,3000.0
