type,operation,amount,balance,bank,k_symbol
ISSUE,TRANSFER TO ACCOUNT,1632.0,23335.0,ST,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6609.0,26954.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,12570.0,66705.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,3195.0,19943.0,KL,SIPO
ISSUE,TRANSFER TO ACCOUNT,404.0,18604.0,ST,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5644.0,24031.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,5132.0,32583.0,ST,SIPO
CREDIT,TRANSFER FROM ACCOUNT,7827.0,40078.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5839.0,25899.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,9789.0,65827.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,1.0,10678.0,ST,SIPO
ISSUE,TRANSFER TO ACCOUNT,44.0,15320.0,ST,SIPO
ISSUE,TRANSFER TO ACCOUNT,17644.0,66633.0,KL,SIPO
ISSUE,TRANSFER TO ACCOUNT,2035.0,27777.0,ST,SIPO
ISSUE,TRANSFER TO ACCOUNT,1.0,29980.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,214.0,17456.0,KL,SIPO
ISSUE,TRANSFER TO ACCOUNT,2057.0,20011.0,ST,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5420.0,26668.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6021.0,25166.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,8019.0,33203.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,8907.0,64646.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,13459.0,86072.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,10703.0,74960.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,5995.0,27919.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,7916.0,61033.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,2230.0,24461.0,ST,SIPO
ISSUE,TRANSFER TO ACCOUNT,10743.0,59166.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,6793.0,52949.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,6922.0,72480.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,5489.0,25705.0,CD,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5006.0,21434.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1.0,23223.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,5518.0,19422.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,5754.0,46866.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,4607.0,25143.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4849.0,18550.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1.0,28262.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,7418.0,29533.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,8332.0,53403.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,5735.0,22884.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1425.0,35423.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,5974.0,28086.0,CD,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1.0,30660.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,5202.0,25772.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5386.0,24460.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,9583.0,77073.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,2654.0,34159.0,ST,SIPO
CREDIT,TRANSFER FROM ACCOUNT,4819.0,17917.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,2546.0,35781.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,1.0,17131.0,ST,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5278.0,22336.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4991.0,19673.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6130.0,23198.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5753.0,25916.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,5417.0,42088.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,5866.0,21911.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,4584.0,54588.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,12413.0,64839.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,4160.0,17710.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,9086.0,48158.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,13566.0,60864.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,9522.0,55430.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,1.0,24797.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,4484.0,22280.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1151.0,18955.0,ST,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5148.0,24879.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,10490.0,53651.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,6711.0,26346.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5215.0,26254.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,11807.0,72284.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,5222.0,23481.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5573.0,15989.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1.0,11024.0,ST,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6581.0,24085.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5713.0,18462.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7088.0,33189.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,7238.0,60821.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,5602.0,22631.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,7319.0,59714.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,2408.0,34907.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,6405.0,26364.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,687.0,27920.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,758.0,35995.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,2866.0,28876.0,ST,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6613.0,29634.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,11306.0,57883.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,1890.0,-1190.0,ST,SIPO
CREDIT,TRANSFER FROM ACCOUNT,8285.0,45422.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1.0,17177.0,KL,SIPO
ISSUE,TRANSFER TO ACCOUNT,5701.0,57021.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,5059.0,27377.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5460.0,26043.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,4519.0,42455.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,7505.0,42876.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,76.0,28826.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,5731.0,45142.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,5641.0,24940.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1544.0,23132.0,ST,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5482.0,23180.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5566.0,25258.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5286.0,20397.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1026.0,29000.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,4809.0,23087.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1.0,16032.0,ST,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6833.0,27252.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5191.0,24614.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,11179.0,59779.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6129.0,26919.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5513.0,21710.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5579.0,21982.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4494.0,17995.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5899.0,26075.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6128.0,25364.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4526.0,14469.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5539.0,23144.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4610.0,20685.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,227.0,27760.0,ST,unknown
ISSUE,TRANSFER TO ACCOUNT,2521.0,40450.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,1.0,8366.0,ST,SIPO
CREDIT,TRANSFER FROM ACCOUNT,8736.0,36816.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5580.0,23363.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,3630.0,49104.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,5145.0,22485.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,8931.0,51272.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,9351.0,32359.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5512.0,23099.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5938.0,21948.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5475.0,23997.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7297.0,44933.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5695.0,21816.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,8271.0,30759.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7885.0,31962.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7127.0,23235.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,9439.0,47655.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5831.0,21406.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,8241.0,49653.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6595.0,27869.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,3422.0,44186.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,5945.0,26326.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,9540.0,47278.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5488.0,20928.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,12941.0,66409.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5797.0,22544.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,9859.0,60523.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5616.0,20506.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5778.0,26516.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6218.0,24893.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5597.0,24545.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6022.0,26911.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,6572.0,46160.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5023.0,21768.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4896.0,25682.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6374.0,26798.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4584.0,24285.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4807.0,21995.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7455.0,44771.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5733.0,24559.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5747.0,21117.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6215.0,21578.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5127.0,24172.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5411.0,19657.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5860.0,25517.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,9975.0,72457.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,3469.0,17351.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5046.0,20657.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4914.0,19785.0,WX,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,7912.0,46112.0,AB,SIPO
ISSUE,TRANSFER TO ACCOUNT,3984.0,54130.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,6802.0,27748.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5924.0,23503.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7821.0,35447.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,10718.0,76763.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,8119.0,59871.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6491.0,36652.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5610.0,26909.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5827.0,26322.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5029.0,30234.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7237.0,46737.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,8430.0,55979.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5115.0,25084.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5162.0,21669.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,14109.0,78125.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6800.0,28547.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,7265.0,51512.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,7642.0,28083.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6201.0,23469.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,78.0,29127.0,ST,unknown
CREDIT,TRANSFER FROM ACCOUNT,5428.0,23829.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,13820.0,51873.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,7547.0,35849.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,4673.0,26495.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6089.0,24509.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6177.0,21690.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,8110.0,29216.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,13618.0,52436.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6191.0,27016.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5293.0,26671.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5161.0,25979.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,8160.0,32098.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,5676.0,47441.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,8878.0,58155.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6214.0,23808.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,9997.0,59203.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6853.0,22366.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6322.0,32859.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6810.0,28241.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,7162.0,42296.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5786.0,25513.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6317.0,24530.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,9039.0,60569.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,9464.0,56297.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5426.0,28730.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6111.0,21931.0,WX,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6558.0,25997.0,WX,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5795.0,24568.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7542.0,37681.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5432.0,26656.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5190.0,24783.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5273.0,26256.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6966.0,28376.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5599.0,22936.0,UV,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6056.0,23867.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5028.0,27647.0,UV,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,9281.0,55666.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,6765.0,40432.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,7056.0,53350.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,9298.0,49653.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,7115.0,43847.0,AB,SIPO
ISSUE,TRANSFER TO ACCOUNT,4577.0,55495.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,4144.0,7055.0,WX,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5641.0,27393.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5513.0,19244.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4941.0,22757.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7257.0,26120.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5436.0,22993.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,7135.0,41706.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6719.0,35474.0,WX,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6248.0,25264.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5819.0,25117.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6581.0,25432.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4609.0,19457.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5195.0,28004.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5819.0,21652.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6418.0,29234.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,6532.0,34486.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,2750.0,45145.0,WX,unknown
CREDIT,TRANSFER FROM ACCOUNT,5716.0,28687.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,4648.0,29417.0,WX,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6140.0,20757.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,7825.0,40679.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,15653.0,60154.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6392.0,24106.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5152.0,23559.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5556.0,22825.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,4763.0,38874.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,9131.0,38195.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,6781.0,37935.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,930.0,37970.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,7460.0,53586.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,8148.0,79264.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,10945.0,60135.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,10897.0,48096.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,13975.0,56847.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,3370.0,35740.0,WX,unknown
ISSUE,TRANSFER TO ACCOUNT,6378.0,55599.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,3448.0,29004.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,10243.0,52220.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6556.0,26431.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,5995.0,38835.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,6260.0,46627.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,6074.0,24827.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5490.0,30747.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,8822.0,56783.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6394.0,21784.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,7518.0,25865.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,6100.0,36576.0,AB,SIPO
ISSUE,TRANSFER TO ACCOUNT,6264.0,16663.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5813.0,23981.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,9348.0,35260.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,3686.0,51269.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,5392.0,27450.0,OP,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,6518.0,38070.0,WX,unknown
CREDIT,TRANSFER FROM ACCOUNT,4044.0,16406.0,WX,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,5464.0,64669.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,8096.0,53106.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,5371.0,54099.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,5928.0,28141.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,4426.0,48576.0,WX,unknown
CREDIT,TRANSFER FROM ACCOUNT,5386.0,29004.0,WX,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,6250.0,70812.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,4442.0,41911.0,AB,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5395.0,23149.0,WX,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6776.0,28235.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,3216.0,30716.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,1223.0,32050.0,WX,unknown
CREDIT,TRANSFER FROM ACCOUNT,7066.0,24763.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5990.0,26869.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5828.0,29599.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5722.0,24492.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6186.0,29900.0,WX,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,9925.0,67544.0,WX,unknown
ISSUE,TRANSFER TO ACCOUNT,9675.0,53165.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,8559.0,30644.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,5044.0,44510.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,7182.0,55257.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,5359.0,22527.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,7067.0,22746.0,IJ,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5331.0,23116.0,WX,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6231.0,26041.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,1748.0,35735.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,11561.0,67775.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,5376.0,27885.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,4332.0,36319.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,8700.0,61156.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,4958.0,20911.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,2794.0,24601.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,8538.0,59598.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5698.0,27202.0,WX,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,6465.0,43312.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,11572.0,79101.0,IJ,unknown
ISSUE,TRANSFER TO ACCOUNT,4886.0,37776.0,AB,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5795.0,28621.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,6779.0,55717.0,IJ,unknown
CREDIT,TRANSFER FROM ACCOUNT,5992.0,26096.0,MN,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,6085.0,29502.0,WX,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,8133.0,46922.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,3648.0,41915.0,AB,SIPO
CREDIT,TRANSFER FROM ACCOUNT,5326.0,17767.0,OP,DUCHOD
CREDIT,TRANSFER FROM ACCOUNT,5804.0,25731.0,WX,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,6844.0,35259.0,EF,SIPO
CREDIT,TRANSFER FROM ACCOUNT,6425.0,23230.0,IJ,DUCHOD
ISSUE,TRANSFER TO ACCOUNT,8955.0,55390.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,11390.0,47614.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,8137.0,56023.0,EF,SIPO
ISSUE,TRANSFER TO ACCOUNT,4373.0,44066.0,IJ,unknown
