index,dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts/s,flow_pkts/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts/s,bwd_pkts/s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down/up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts/b_avg,fwd_pkts/b_avg,fwd_blk_rate_avg,bwd_byts/b_avg,bwd_pkts/b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,anomaly
413,443,6,117070023,16,17,1100,3843,453,0,68.75,120.4865137681,1430,0,226.0588235294,463.0544609693,42.2225935669,0.2818825789,3658438.21875,14341365.945743,58654571,0,117070023,7804668.2,20522642.4267694,58705549,239,117007741,7312983.8125,19931345.998212,58665750,0,0,0,0,0,332,352,0.1366703413,0.1452122376,0,1430,145.3823529412,342.6372774839,117400.303921569,0,0,1,1,0,0,0,1,1,149.7878787879,68.75,226.0588235294,0,0,0,0,0,0,16,1100,17,3843,8192,180,8,20,177327.5,140873.34848189,276940,77715,58326576.5,463854.270283782,58654571,57998582,0
414,443,6,480,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,160416.666666667,6250.0,240.0,305.4701294726,456,24,480,240.0,305.4701294726,456,24,0,0.0,0.0,0,0,1,0,0,0,60,0,6250.0,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
415,443,6,371,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,207547.169811321,8086.2533692722,185.5,243.9518395094,358,13,371,185.5,243.9518395094,358,13,0,0.0,0.0,0,0,1,0,0,0,60,0,8086.2533692722,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
416,443,6,744,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,103494.623655914,4032.2580645161,372.0,503.4600282048,728,16,744,372.0,503.4600282048,728,16,0,0.0,0.0,0,0,1,0,0,0,60,0,4032.2580645161,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
417,443,6,840,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,91666.6666666667,3571.4285714286,420.0,575.5849198859,827,13,840,420.0,575.5849198859,827,13,0,0.0,0.0,0,0,1,0,0,0,60,0,3571.4285714286,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
418,443,6,1196,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,64381.27090301,2508.3612040134,598.0,827.3149339883,1183,13,1196,598.0,827.3149339883,1183,13,0,0.0,0.0,0,0,1,0,0,0,60,0,2508.3612040134,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,257,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
419,443,6,1352,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,56952.6627218935,2218.9349112426,676.0,926.3098833544,1331,21,1352,676.0,926.3098833544,1331,21,0,0.0,0.0,0,0,1,0,0,0,60,0,2218.9349112426,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
420,49955,6,47,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,42553.1914893617,47.0,0.0,47,47,47,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0,0,0,40,0,42553.1914893617,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,180,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
421,49950,6,50,3,1,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,620000.0,80000.0,16.6666666667,18.175074507,37,2,50,25.0,32.5269119346,48,2,0,0.0,0.0,0,0,0,0,0,0,60,20,60000.0,20000.0,0,31,6.2,13.8636214605,192.2,0,0,0,0,1,0,0,0,0,7.75,10.3333333333,0.0,0,0,0,0,0,0,3,31,1,0,72,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
422,49955,6,227008,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8.8102621934,227008.0,0.0,227008,227008,227008,227008.0,0.0,227008,227008,0,0.0,0.0,0,0,0,0,0,0,40,0,8.8102621934,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,180,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
423,443,6,6205834,6,8,717,3695,387,0,119.5,160.5649401333,1460,0,461.875,652.7494460248,710.9439279233,2.2559417477,477371.846153846,1676630.18116871,6057044,1,69456,13891.2,12015.8385558395,23424,289,6184387,883483.857142857,2281502.48954634,6057044,1,0,0,0,0,132,172,0.9668321776,1.2891095701,0,1460,294.1333333333,507.5200019516,257576.552380952,0,0,1,1,0,0,0,1,1,315.1428571429,119.5,461.875,0,0,0,0,0,0,6,717,8,3695,8192,7475,3,20,148695.0,0.0,148695,148695,6057044.0,0.0,6057044,6057044,0
424,443,6,150,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13333.3333333333,150.0,0.0,150,150,150,150.0,0.0,150,150,0,0.0,0.0,0,0,0,0,0,0,40,0,13333.3333333333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
425,443,6,499643,11,12,2008,4435,1078,0,182.5454545455,315.1251699361,1460,0,369.5833333333,539.4508079913,12895.207177925,46.0328674674,22711.0454545455,50263.6782496895,230571,0,268786,26878.6,28431.2308140186,75929,46,455021,41365.5454545455,76374.9964888557,261359,0,0,0,0,0,232,252,22.0157192235,24.0171482438,0,1460,268.4583333333,440.8536165576,194351.911231884,0,0,1,1,0,0,0,1,1,280.1304347826,182.5454545455,369.5833333333,0,0,0,0,0,0,11,2008,12,4435,8192,8002,6,20,0.0,0.0,0,0,0.0,0.0,0,0,0
426,443,6,191,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,162303.664921466,15706.8062827225,95.5,64.346717088,141,50,191,95.5,64.346717088,141,50,0,0.0,0.0,0,0,0,0,0,0,60,0,15706.8062827225,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
427,445,6,259471,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15.4159809767,86490.3333333333,149758.0228246,259416,0,259471,129735.5,183473.703621255,259471,0,0,0.0,0.0,0,0,0,0,0,0,72,32,11.5619857325,3.8539952442,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
428,445,6,137980,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28.9897086534,45993.3333333333,79610.8342710547,137920,0,137980,68990.0,97566.5936681198,137980,0,0,0.0,0.0,0,0,0,0,0,0,72,32,21.7422814901,7.2474271634,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
429,443,6,20617644,6,8,677,3695,388,0,112.8333333333,155.7053841929,1460,0,461.875,652.7494460248,212.0513866667,0.6790300579,1585972.61538462,5655088.55635812,20407063,1,142150,28430.0,25292.6296972063,48291,369,20572293,2938899.0,7702788.06519981,20407063,1,0,0,0,0,132,172,0.291012882,0.388017176,0,1460,291.4666666667,507.9734057531,258036.980952381,0,0,1,1,0,0,0,1,1,312.2857142857,112.8333333333,461.875,0,0,0,0,0,0,6,677,8,3695,8192,7515,3,20,210293.0,0.0,210293,210293,20407063.0,0.0,20407063,20407063,0
430,443,6,170,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,182352.941176471,17647.0588235294,85.0,72.124891681,136,34,170,85.0,72.124891681,136,34,0,0.0,0.0,0,0,0,0,0,0,60,0,17647.0588235294,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
431,443,6,3419441,11,12,2008,4435,1078,0,182.5454545455,315.1251699361,1460,0,369.5833333333,539.4349667322,1884.2261059629,6.7262456056,155429.136363636,665266.233837559,3132533,1,286907,28690.7,31234.3854609343,87418,35,3372830,306620.909090909,950908.359279532,3172826,1,0,0,0,0,232,252,3.2169000723,3.5093455334,0,1460,268.4583333333,440.8443459078,194343.737318841,0,0,1,1,0,0,0,1,1,280.1304347826,182.5454545455,369.5833333333,0,0,0,0,0,0,11,2008,12,4435,8192,8002,6,20,0.0,0.0,0,0,0.0,0.0,0,0,0
432,443,6,231,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8658.0086580087,231.0,0.0,231,231,231,231.0,0.0,231,231,0,0.0,0.0,0,0,0,0,0,0,40,0,8658.0086580087,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
433,443,6,20713798,6,8,708,3695,387,0,118.0,159.2846508613,1460,0,461.875,652.7494460248,212.5636254636,0.6758779824,1593369.07692308,5676253.7477053,20484853,0,144895,28979.0,25731.0020889199,48550,300,20667252,2952464.57142857,7731125.83998648,20484853,0,0,0,0,0,132,172,0.2896619925,0.3862159899,0,1460,293.5333333333,507.5976847108,257655.409523809,0,0,1,1,0,0,0,1,1,314.5,118.0,461.875,0,0,0,0,0,0,6,708,8,3695,8192,7484,3,20,228913.0,0.0,228913,228913,20484853.0,0.0,20484853,20484853,0
434,443,6,189,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10582.0105820106,189.0,0.0,189,189,189,189.0,0.0,189,189,0,0.0,0.0,0,0,0,0,0,0,40,0,10582.0105820106,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
435,443,6,91176,8,7,1818,3898,1078,0,227.25,360.6243593706,1460,0,556.8571428571,657.1971871951,62691.9364745108,164.5169781521,6512.5714285714,10270.1591157945,23526,0,69816,9973.7142857143,11959.9577021867,23545,35,69296,11549.3333333333,12621.6084975991,23894,0,0,0,0,0,172,152,87.7423883478,76.7745898043,0,1460,357.25,519.1998330765,269568.466666667,0,0,1,1,0,0,0,1,0,381.0666666667,227.25,556.8571428571,0,0,0,0,0,0,8,1818,7,3898,8192,7598,5,20,0.0,0.0,0,0,0.0,0.0,0,0,0
436,443,6,228,3,1,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,135964.912280702,17543.8596491228,76.0,93.0537479095,183,14,228,114.0,117.379725677,197,31,0,0.0,0.0,0,0,0,0,0,0,60,20,13157.8947368421,4385.9649122807,0,31,6.2,13.8636214605,192.2,0,0,0,0,1,0,0,0,0,7.75,10.3333333333,0.0,0,0,0,0,0,0,3,31,1,0,257,8192,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
437,443,6,1133819,11,12,2016,4433,1078,0,183.2727272727,315.1733145141,1460,0,369.4166666667,539.525794873,5687.8567037596,20.2854247459,51537.2272727273,202706.294494072,956900,1,176636,17663.6,24082.4213861942,78563,48,1112056,101096.0,302817.152715298,1013504,1,0,0,0,0,232,252,9.7017248785,10.5836998674,0,1460,268.7083333333,440.8249656749,194326.650362319,0,0,1,1,0,0,0,1,1,280.3913043478,183.2727272727,369.4166666667,0,0,0,0,0,0,11,2016,12,4433,8192,8003,6,20,0.0,0.0,0,0,0.0,0.0,0,0,0
438,443,6,200,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,155000.0,15000.0,100.0,74.9533188058,153,47,200,100.0,74.9533188058,153,47,0,0.0,0.0,0,0,0,0,0,0,60,0,15000.0,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
439,443,6,13782598,6,8,686,3695,388,0,114.3333333333,156.7069451769,1460,0,461.875,652.7494460248,317.8645999833,1.0157736589,1060199.84615385,3775585.01126406,13625848,1,69644,13928.8,12036.1404818987,23349,384,13761001,1965857.28571429,5141666.62892441,13625848,1,0,0,0,0,132,172,0.4353315681,0.5804420908,0,1460,292.0666666667,507.8578916343,257919.638095238,0,0,1,1,0,0,0,1,1,312.9285714286,114.3333333333,461.875,0,0,0,0,0,0,6,686,8,3695,8192,7506,3,20,156674.0,0.0,156674,156674,13625848.0,0.0,13625848,13625848,0
440,443,6,168,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11904.7619047619,168.0,0.0,168,168,168,168.0,0.0,168,168,0,0.0,0.0,0,0,0,0,0,0,40,0,11904.7619047619,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
441,443,6,90815,8,8,1815,3898,1077,0,226.875,360.2889465415,1460,0,487.25,639.5062269327,62908.10989374,176.1823487309,6054.3333333333,9935.8435666506,23089,1,69468,9924.0,11868.9063803986,23166,45,69154,9879.1428571429,12249.8496375612,23411,1,0,0,0,0,172,172,88.0911743655,88.0911743655,0,1460,336.0588235294,510.0618186294,260163.058823529,0,0,1,1,0,0,0,1,1,357.0625,226.875,487.25,0,0,0,0,0,0,8,1815,8,3898,8192,8192,5,20,0.0,0.0,0,0,0.0,0.0,0,0,0
442,443,6,100,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20000.0,100.0,0.0,100,100,100,100.0,0.0,100,100,0,0.0,0.0,0,0,0,0,0,0,40,0,20000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,257,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,0,0,93332564,62,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6642911899,1530042.03278689,1508833.95267361,9468863,428083,93332564,1530042.03278689,1508833.95267361,9468863,428083,0,0.0,0.0,0,0,0,0,0,0,0,0,0.6642911899,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,62,0,0,0,-1,-1,0,0,78442059.0,0.0,78442059,78442059,9468863.0,0.0,9468863,9468863,0
444,443,6,6372746,11,12,2017,4427,1078,0,183.3636363636,315.1752759108,1460,0,368.9166666667,539.6978040505,1011.1810513082,3.6091192086,289670.272727273,1319247.50674557,6195880,0,176744,17674.4,24313.4720186155,79566,37,6351348,577395.272727273,1882568.57912896,6253450,0,0,0,0,0,232,252,1.7261004911,1.8830187175,0,1460,268.5,440.8583524858,194356.086956522,0,0,1,1,0,0,0,1,1,280.1739130435,183.3636363636,368.9166666667,0,0,0,0,0,0,11,2017,12,4427,8192,8002,6,20,176744.0,0.0,176744,176744,6195880.0,0.0,6195880,6195880,0
445,443,6,156,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12820.5128205128,156.0,0.0,156,156,156,156.0,0.0,156,156,0,0.0,0.0,0,0,0,0,0,0,40,0,12820.5128205128,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
446,443,6,10567938,6,8,718,3695,388,0,119.6666666667,160.8983115718,1460,0,461.875,652.7494460248,417.5838276114,1.3247617463,812918.307692308,2887604.54177118,10423192,0,70407,14081.4,12208.2211767317,23527,242,10546030,1506575.71428571,3931948.55385481,10423192,0,0,0,0,0,132,172,0.5677550341,0.7570067122,0,1460,294.2,507.5331375529,257589.885714286,0,0,1,1,0,0,0,1,1,315.2142857143,119.6666666667,461.875,0,0,0,0,0,0,6,718,8,3695,8192,7474,3,20,144680.0,0.0,144680,144680,10423192.0,0.0,10423192,10423192,0
447,443,6,181,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11049.7237569061,181.0,0.0,181,181,181,181.0,0.0,181,181,0,0.0,0.0,0,0,0,0,0,0,40,0,11049.7237569061,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
448,443,6,3320457,11,12,2008,4433,1078,0,182.5454545455,315.1251699361,1460,0,369.4166666667,539.4954643559,1939.7932272576,6.926757371,150929.863636364,648205.653487584,3051791,1,268450,26845.0,28565.5290710869,77537,46,3275898,297808.909090909,924241.86270591,3083662,1,0,0,0,0,232,252,3.3127970035,3.6139603675,0,1460,268.375,440.8598133194,194357.375,0,0,1,1,0,0,0,1,1,280.0434782609,182.5454545455,369.4166666667,0,0,0,0,0,0,11,2008,12,4433,8192,7856,6,20,0.0,0.0,0,0,0.0,0.0,0,0,0
449,443,6,277,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,111913.357400722,10830.3249097473,138.5,118.0868324582,222,55,277,138.5,118.0868324582,222,55,0,0.0,0.0,0,0,0,0,0,0,60,0,10830.3249097473,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
450,445,6,251641,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15.895660882,83880.3333333333,145240.833859949,251590,1,251641,125820.5,177935.643311002,251640,1,0,0.0,0.0,0,0,0,0,0,0,68,28,11.9217456615,3.9739152205,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
451,443,6,90225911,10,16,945,2618,270,0,94.5,122.0794367979,732,0,163.625,239.4228825043,39.4897647528,0.2881655581,3609036.44,12444202.417985,44957119,6,90168214,10018690.4444444,19840752.5117973,45014856,217,90207762,6013850.8,15818149.145286,44975297,15,1,0,0,0,200,320,0.110832907,0.1773326511,0,732,141.8888888889,199.9904484899,39996.1794871795,0,1,0,0,1,0,0,0,1,147.3461538462,94.5,163.625,0,0,0,0,0,0,10,945,16,2618,253,302,5,20,104272.0,642.0529573174,104726,103818,44956709.5,579.1204537918,44957119,44956300,0
452,443,6,20662992,6,8,676,3695,387,0,112.6666666667,155.3520732616,1460,0,461.875,652.7494460248,211.5376127523,0.6775398258,1589460.92307692,5668369.30266918,20454755,0,139542,27908.4,24765.3171653423,46826,401,20618280,2945468.57142857,7720921.16315775,20454755,0,0,0,0,0,132,172,0.2903742111,0.3871656147,0,1460,291.4,507.9598971797,258023.257142857,0,0,1,1,0,0,0,1,1,312.2142857143,112.6666666667,461.875,0,0,0,0,0,0,6,676,8,3695,8192,7516,3,20,208055.0,0.0,208055,208055,20454755.0,0.0,20454755,20454755,0
453,443,6,293,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,105802.04778157,10238.9078498294,146.5,123.7436867076,234,59,293,146.5,123.7436867076,234,59,0,0.0,0.0,0,0,0,0,0,0,60,0,10238.9078498294,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
454,443,6,6660002,11,12,2008,4436,1078,0,182.5454545455,315.1251699361,1460,0,369.6666666667,539.4206207225,967.5672770068,3.4534524164,302727.363636364,1356035.67426972,6373287,0,286457,28645.7,31248.9042831905,87440,44,6613373,601215.727272727,1927696.84126955,6413000,0,0,0,0,0,232,252,1.6516511557,1.8018012607,0,1460,268.5,440.8459259592,194345.130434783,0,0,1,1,0,0,0,1,1,280.1739130435,182.5454545455,369.6666666667,0,0,0,0,0,0,11,2008,12,4436,8192,8002,6,20,286457.0,0.0,286457,286457,6373287.0,0.0,6373287,6373287,0
455,443,6,267,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,116104.868913858,11235.9550561798,133.5,89.8025612107,197,70,267,133.5,89.8025612107,197,70,0,0.0,0.0,0,0,0,0,0,0,60,0,11235.9550561798,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
456,445,6,89660,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,44.6129823779,29886.6666666667,51712.4060002369,89599,1,89660,44830.0,63397.7797876235,89659,1,0,0.0,0.0,0,0,0,0,0,0,72,32,33.4597367834,11.1532455945,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
457,443,6,20598601,6,8,677,3695,388,0,112.8333333333,155.7053841929,1460,0,461.875,652.7494460248,212.2474239877,0.6796578078,1584507.76923077,5646030.53923553,20375421,1,145554,29110.8,25820.906833417,48904,499,20552031,2936004.42857143,7690122.31038061,20375421,1,0,0,0,0,132,172,0.2912819176,0.3883758902,0,1460,291.4666666667,507.9734057531,258036.980952381,0,0,1,1,0,0,0,1,1,312.2857142857,112.8333333333,461.875,0,0,0,0,0,0,6,677,8,3695,8192,7515,3,20,223004.0,0.0,223004,223004,20375421.0,0.0,20375421,20375421,0
458,443,6,281,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,110320.284697509,10676.1565836299,140.5,102.5304832721,213,68,281,140.5,102.5304832721,213,68,0,0.0,0.0,0,0,0,0,0,0,60,0,10676.1565836299,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
459,443,6,1723425,11,12,2008,4435,1078,0,182.5454545455,315.1251699361,1460,0,369.5833333333,539.4349667322,3738.4858639047,13.3455183718,78337.5,308642.834418955,1457503,0,265775,26577.5,28021.449535232,74454,44,1678755,152614.090909091,442892.553965283,1486231,0,0,0,0,0,232,252,6.3826392213,6.9628791505,0,1460,268.4583333333,440.8443459078,194343.737318841,0,0,1,1,0,0,0,1,1,280.1304347826,182.5454545455,369.5833333333,0,0,0,0,0,0,11,2008,12,4435,8192,8002,6,20,0.0,0.0,0,0,0.0,0.0,0,0,0
460,443,6,150,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13333.3333333333,150.0,0.0,150,150,150,150.0,0.0,150,150,0,0.0,0.0,0,0,0,0,0,0,40,0,13333.3333333333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
461,443,6,93993,9,8,511,4760,194,0,56.7777777778,83.2778148395,1460,0,595.0,720.7866734141,56078.6441543519,180.8645324652,5874.5625,8152.3718263971,19343,1,93993,11749.125,9739.7862463711,23302,16,76285,10897.8571428571,16591.10605544,36191,1,0,0,0,0,192,172,95.7518113051,85.1127211601,0,1460,292.8333333333,542.8630257311,294700.264705882,0,0,1,1,0,0,0,1,0,310.0588235294,56.7777777778,595.0,0,0,0,0,0,0,9,511,8,4760,8192,30,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0
462,50022,6,270,2,1,38,0,38,0,19.0,26.8700576851,0,0,0.0,0.0,140740.740740741,11111.1111111111,135.0,155.563491861,245,25,270,270.0,0.0,270,270,0,0.0,0.0,0,0,1,0,0,0,40,20,7407.4074074074,3703.7037037037,0,38,19.0,21.9393102292,481.3333333333,0,1,0,0,1,0,0,0,0,25.3333333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,31,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
463,53,17,41234,2,2,102,158,51,51,51.0,0.0,79,79,79.0,0.0,6305.4760634428,97.007324053,13744.6666666667,19534.8525034957,36295,1998,38293,38293.0,0.0,38293,38293,39236,39236.0,0.0,39236,39236,0,0,0,0,16,16,48.5036620265,48.5036620265,51,79,62.2,15.3362316101,235.2,0,0,0,0,0,0,0,0,1,77.75,51.0,79.0,0,0,0,0,0,0,2,102,2,158,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,0
464,443,6,157264,9,8,507,4759,194,0,56.3333333333,82.4666599299,1460,0,594.875,720.8941744211,33485.095126666,108.0984840777,9829.0,17824.0316988048,69591,0,157264,19658.0,21578.8110092152,69591,27,116584,16654.8571428571,32694.2220299376,86790,0,0,0,0,0,192,172,57.2286092176,50.8698748601,0,1460,292.5555555556,542.9331257945,294776.379084967,0,0,1,1,0,0,0,1,0,309.7647058824,56.3333333333,594.875,0,0,0,0,0,0,9,507,8,4759,8192,30,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0
