index,type,operation,amount,balance,bank,k_symbol
14676,ISSUE,TRANSFER TO ACCOUNT,2343.0,27405.7,QR,SIPO
14681,ISSUE,TRANSFER TO ACCOUNT,9612.0,54509.9,EF,SIPO
14689,CREDIT,TRANSFER FROM ACCOUNT,4555.0,21127.1,QR,DUCHOD
14691,CREDIT,TRANSFER FROM ACCOUNT,4152.0,8919.8,IJ,DUCHOD
14693,ISSUE,TRANSFER TO ACCOUNT,172.0,30573.8,YZ,unknown
14696,ISSUE,TRANSFER TO ACCOUNT,2625.0,53497.9,KL,SIPO
14705,CREDIT,TRANSFER FROM ACCOUNT,6153.0,30812.6,MN,DUCHOD
14706,CREDIT,TRANSFER FROM ACCOUNT,4442.0,22686.6,OP,DUCHOD
14707,ISSUE,TRANSFER TO ACCOUNT,3572.0,46475.7,AB,POJISTNE
14708,CREDIT,TRANSFER FROM ACCOUNT,5039.0,19409.3,MN,DUCHOD
14711,ISSUE,TRANSFER TO ACCOUNT,4270.0,33111.3,EF,unknown
14712,ISSUE,TRANSFER TO ACCOUNT,5303.0,25817.8,YZ,SIPO
14713,ISSUE,TRANSFER TO ACCOUNT,7692.0,20716.1,YZ,SIPO
14714,ISSUE,TRANSFER TO ACCOUNT,6741.0,28462.9,OP,SIPO
14716,ISSUE,TRANSFER TO ACCOUNT,4755.0,32978.2,MN,SIPO
14717,CREDIT,TRANSFER FROM ACCOUNT,4212.0,17149.0,WX,DUCHOD
14720,ISSUE,TRANSFER TO ACCOUNT,3743.0,45595.4,KL,SIPO
14723,ISSUE,TRANSFER TO ACCOUNT,4920.0,69769.0,QR,SIPO
14724,ISSUE,TRANSFER TO ACCOUNT,5907.0,11051.0,MN,SIPO
14725,ISSUE,TRANSFER TO ACCOUNT,1376.0,21648.4,YZ,SIPO
14727,ISSUE,TRANSFER TO ACCOUNT,5908.0,47974.1,GH,unknown
14733,ISSUE,TRANSFER TO ACCOUNT,8728.0,35969.2,GH,SIPO
14735,ISSUE,TRANSFER TO ACCOUNT,2363.0,20287.0,GH,SIPO
14737,ISSUE,TRANSFER TO ACCOUNT,3871.0,55363.0,YZ,SIPO
14741,ISSUE,TRANSFER TO ACCOUNT,6327.0,36103.9,ST,SIPO
14747,ISSUE,TRANSFER TO ACCOUNT,3204.0,23240.9,CD,SIPO
14754,ISSUE,TRANSFER TO ACCOUNT,601.0,17578.9,EF,unknown
14757,CREDIT,TRANSFER FROM ACCOUNT,5081.0,29981.5,WX,DUCHOD
14760,ISSUE,TRANSFER TO ACCOUNT,361.0,20907.6,QR,unknown
14763,CREDIT,TRANSFER FROM ACCOUNT,6019.0,29941.4,CD,DUCHOD
14765,ISSUE,TRANSFER TO ACCOUNT,1022.0,38433.6,IJ,unknown
14768,CREDIT,TRANSFER FROM ACCOUNT,6338.0,13676.0,KL,DUCHOD
14773,ISSUE,TRANSFER TO ACCOUNT,1197.0,36564.9,UV,unknown
14774,CREDIT,TRANSFER FROM ACCOUNT,5145.0,11190.0,MN,DUCHOD
14778,ISSUE,TRANSFER TO ACCOUNT,2119.0,43388.6,CD,unknown
14780,ISSUE,TRANSFER TO ACCOUNT,2306.0,26268.3,QR,SIPO
14782,ISSUE,TRANSFER TO ACCOUNT,226.0,24489.2,OP,unknown
14783,ISSUE,TRANSFER TO ACCOUNT,2798.0,19667.3,UV,SIPO
14785,ISSUE,TRANSFER TO ACCOUNT,5429.0,65119.2,UV,SIPO
14786,CREDIT,TRANSFER FROM ACCOUNT,5298.0,31414.5,UV,DUCHOD
14788,ISSUE,TRANSFER TO ACCOUNT,2694.0,22142.2,AB,SIPO
14789,CREDIT,TRANSFER FROM ACCOUNT,4944.0,5544.0,ST,DUCHOD
14790,CREDIT,TRANSFER FROM ACCOUNT,4042.0,24836.2,CD,DUCHOD
14801,ISSUE,TRANSFER TO ACCOUNT,1112.0,52385.9,MN,unknown
14805,ISSUE,TRANSFER TO ACCOUNT,3852.0,24710.4,MN,SIPO
14808,ISSUE,TRANSFER TO ACCOUNT,2264.0,20754.1,QR,unknown
14814,CREDIT,TRANSFER FROM ACCOUNT,5544.0,29844.5,GH,DUCHOD
14817,ISSUE,TRANSFER TO ACCOUNT,66.0,28615.9,OP,POJISTNE
14818,ISSUE,TRANSFER TO ACCOUNT,7936.0,28681.9,OP,SIPO
14822,CREDIT,TRANSFER FROM ACCOUNT,5448.0,29965.0,IJ,DUCHOD
14824,ISSUE,TRANSFER TO ACCOUNT,2082.0,29174.9,OP,unknown
14829,CREDIT,TRANSFER FROM ACCOUNT,4220.0,17680.0,EF,DUCHOD
14831,ISSUE,TRANSFER TO ACCOUNT,4216.0,45260.5,ST,unknown
14832,ISSUE,TRANSFER TO ACCOUNT,3081.0,42179.5,EF,SIPO
14835,ISSUE,TRANSFER TO ACCOUNT,3189.0,18965.1,MN,POJISTNE
14836,ISSUE,TRANSFER TO ACCOUNT,1941.0,69788.8,YZ,SIPO
14838,CREDIT,TRANSFER FROM ACCOUNT,6932.0,34337.7,WX,DUCHOD
14840,ISSUE,TRANSFER TO ACCOUNT,145.0,26327.3,IJ,unknown
14843,ISSUE,TRANSFER TO ACCOUNT,46.0,47512.5,EF,POJISTNE
14845,ISSUE,TRANSFER TO ACCOUNT,119.0,107561.9,AB,unknown
14850,ISSUE,TRANSFER TO ACCOUNT,2757.0,17607.3,UV,SIPO
14851,ISSUE,TRANSFER TO ACCOUNT,1536.0,29036.2,AB,SIPO
14854,ISSUE,TRANSFER TO ACCOUNT,7701.0,38386.3,GH,SIPO
14856,ISSUE,TRANSFER TO ACCOUNT,4806.0,30270.4,IJ,SIPO
14859,ISSUE,TRANSFER TO ACCOUNT,629.0,32703.0,ST,POJISTNE
14867,CREDIT,TRANSFER FROM ACCOUNT,4635.0,18795.9,ST,DUCHOD
14871,ISSUE,TRANSFER TO ACCOUNT,7421.0,39054.7,EF,SIPO
14872,ISSUE,TRANSFER TO ACCOUNT,511.0,28449.0,KL,POJISTNE
14880,ISSUE,TRANSFER TO ACCOUNT,4545.0,23460.0,CD,SIPO
14890,ISSUE,TRANSFER TO ACCOUNT,2390.0,21740.6,ST,SIPO
14893,ISSUE,TRANSFER TO ACCOUNT,6492.0,30754.9,OP,SIPO
14895,ISSUE,TRANSFER TO ACCOUNT,121.0,16961.7,GH,POJISTNE
14897,ISSUE,TRANSFER TO ACCOUNT,2145.0,27589.4,GH,SIPO
14900,ISSUE,TRANSFER TO ACCOUNT,13396.0,77138.0,KL,SIPO
14902,ISSUE,TRANSFER TO ACCOUNT,2261.0,35374.5,AB,unknown
14907,ISSUE,TRANSFER TO ACCOUNT,60.0,30118.7,EF,POJISTNE
14909,ISSUE,TRANSFER TO ACCOUNT,3306.0,30028.8,CD,SIPO
14910,ISSUE,TRANSFER TO ACCOUNT,3869.0,14271.2,KL,SIPO
14912,ISSUE,TRANSFER TO ACCOUNT,2343.0,31460.7,OP,SIPO
14915,ISSUE,TRANSFER TO ACCOUNT,4208.0,34820.7,YZ,unknown
14917,ISSUE,TRANSFER TO ACCOUNT,4068.0,23128.0,AB,POJISTNE
14918,ISSUE,TRANSFER TO ACCOUNT,2070.0,35487.6,MN,unknown
14919,ISSUE,TRANSFER TO ACCOUNT,8110.0,27377.6,EF,SIPO
14920,ISSUE,TRANSFER TO ACCOUNT,6082.0,31831.5,WX,unknown
14923,ISSUE,TRANSFER TO ACCOUNT,2266.0,18572.2,QR,SIPO
14924,ISSUE,TRANSFER TO ACCOUNT,2165.0,25018.2,CD,SIPO
14926,ISSUE,TRANSFER TO ACCOUNT,3839.0,30747.7,OP,SIPO
14930,ISSUE,TRANSFER TO ACCOUNT,1042.0,72876.0,CD,SIPO
14931,ISSUE,TRANSFER TO ACCOUNT,3583.0,25382.5,IJ,SIPO
14933,CREDIT,TRANSFER FROM ACCOUNT,5271.0,28975.5,IJ,DUCHOD
14938,ISSUE,TRANSFER TO ACCOUNT,2359.0,25457.3,WX,SIPO
14939,ISSUE,TRANSFER TO ACCOUNT,2249.0,22327.8,OP,SIPO
14941,ISSUE,TRANSFER TO ACCOUNT,41.0,29125.3,IJ,unknown
14942,CREDIT,TRANSFER FROM ACCOUNT,6559.0,29243.7,GH,DUCHOD
14943,ISSUE,TRANSFER TO ACCOUNT,3152.0,20971.7,UV,SIPO
14946,ISSUE,TRANSFER TO ACCOUNT,5268.0,62907.9,WX,SIPO
14947,ISSUE,TRANSFER TO ACCOUNT,2273.0,28585.9,EF,SIPO
14949,ISSUE,TRANSFER TO ACCOUNT,2569.0,19522.5,GH,unknown
14954,ISSUE,TRANSFER TO ACCOUNT,5632.0,41248.3,KL,unknown
14957,CREDIT,TRANSFER FROM ACCOUNT,5993.0,30703.4,UV,DUCHOD
14959,ISSUE,TRANSFER TO ACCOUNT,660.0,35538.0,YZ,unknown
14972,ISSUE,TRANSFER TO ACCOUNT,4769.0,38074.3,OP,SIPO
14976,ISSUE,TRANSFER TO ACCOUNT,1726.0,16038.0,YZ,SIPO
14982,ISSUE,TRANSFER TO ACCOUNT,74.0,29100.9,EF,POJISTNE
14984,ISSUE,TRANSFER TO ACCOUNT,3688.0,25798.4,EF,SIPO
14985,CREDIT,TRANSFER FROM ACCOUNT,5842.0,32068.0,KL,DUCHOD
14987,ISSUE,TRANSFER TO ACCOUNT,465.0,30236.7,YZ,SIPO
14988,ISSUE,TRANSFER TO ACCOUNT,504.0,30701.7,CD,POJISTNE
14990,ISSUE,TRANSFER TO ACCOUNT,3122.0,105946.4,AB,SIPO
14997,ISSUE,TRANSFER TO ACCOUNT,40.0,51042.2,MN,unknown
14999,CREDIT,TRANSFER FROM ACCOUNT,6892.0,27968.0,YZ,DUCHOD
15000,CREDIT,TRANSFER FROM ACCOUNT,6303.0,27084.3,AB,DUCHOD
15006,CREDIT,TRANSFER FROM ACCOUNT,6567.0,29075.4,YZ,DUCHOD
15007,ISSUE,TRANSFER TO ACCOUNT,6545.0,27394.1,KL,SIPO
15009,ISSUE,TRANSFER TO ACCOUNT,3190.0,23137.3,AB,SIPO
15010,ISSUE,TRANSFER TO ACCOUNT,4872.0,32308.1,MN,SIPO
15015,ISSUE,TRANSFER TO ACCOUNT,41.0,76220.9,CD,POJISTNE
15017,CREDIT,TRANSFER FROM ACCOUNT,4622.0,14766.0,KL,DUCHOD
15018,ISSUE,TRANSFER TO ACCOUNT,1449.0,42129.2,UV,SIPO
15021,ISSUE,TRANSFER TO ACCOUNT,5395.0,48155.8,AB,SIPO
15027,ISSUE,TRANSFER TO ACCOUNT,2264.0,64155.0,AB,unknown
15028,ISSUE,TRANSFER TO ACCOUNT,1463.0,66419.0,MN,POJISTNE
15032,ISSUE,TRANSFER TO ACCOUNT,1923.0,31188.3,AB,SIPO
15037,ISSUE,TRANSFER TO ACCOUNT,897.0,22563.0,OP,unknown
15038,ISSUE,TRANSFER TO ACCOUNT,3859.0,51783.1,QR,unknown
15045,ISSUE,TRANSFER TO ACCOUNT,3978.0,59007.8,AB,SIPO
15049,ISSUE,TRANSFER TO ACCOUNT,3987.0,20911.2,MN,SIPO
15053,ISSUE,TRANSFER TO ACCOUNT,3600.0,40637.3,AB,SIPO
15055,ISSUE,TRANSFER TO ACCOUNT,5517.0,35173.3,OP,unknown
15058,ISSUE,TRANSFER TO ACCOUNT,4773.0,27493.6,GH,SIPO
15063,ISSUE,TRANSFER TO ACCOUNT,6337.0,24105.8,IJ,SIPO
15064,ISSUE,TRANSFER TO ACCOUNT,1247.0,19758.8,AB,unknown
15072,ISSUE,TRANSFER TO ACCOUNT,406.0,32052.0,CD,SIPO
15073,CREDIT,TRANSFER FROM ACCOUNT,6177.0,32458.0,IJ,DUCHOD
15075,ISSUE,TRANSFER TO ACCOUNT,2728.0,27253.5,YZ,SIPO
15076,ISSUE,TRANSFER TO ACCOUNT,5375.0,25686.9,EF,SIPO
15077,ISSUE,TRANSFER TO ACCOUNT,1494.0,22635.4,KL,SIPO
15078,ISSUE,TRANSFER TO ACCOUNT,1317.0,21318.4,AB,unknown
15080,ISSUE,TRANSFER TO ACCOUNT,1052.0,33768.7,UV,POJISTNE
15082,ISSUE,TRANSFER TO ACCOUNT,868.0,35368.5,GH,POJISTNE
15085,ISSUE,TRANSFER TO ACCOUNT,5932.0,89252.2,WX,SIPO
15089,ISSUE,TRANSFER TO ACCOUNT,2141.0,34423.9,IJ,SIPO
15090,CREDIT,TRANSFER FROM ACCOUNT,6248.0,25927.5,IJ,DUCHOD
15093,ISSUE,TRANSFER TO ACCOUNT,5995.0,66881.0,MN,unknown
15095,ISSUE,TRANSFER TO ACCOUNT,7426.0,29876.1,AB,SIPO
15103,ISSUE,TRANSFER TO ACCOUNT,2736.0,28678.5,YZ,SIPO
15107,CREDIT,TRANSFER FROM ACCOUNT,5439.0,27766.8,QR,DUCHOD
15108,ISSUE,TRANSFER TO ACCOUNT,4292.0,23454.6,KL,SIPO
15112,ISSUE,TRANSFER TO ACCOUNT,1546.0,31606.2,MN,SIPO
15116,ISSUE,TRANSFER TO ACCOUNT,2715.0,18794.8,WX,SIPO
15117,CREDIT,TRANSFER FROM ACCOUNT,5330.0,11560.0,CD,DUCHOD
15120,ISSUE,TRANSFER TO ACCOUNT,2344.0,19056.0,GH,SIPO
15123,ISSUE,TRANSFER TO ACCOUNT,774.0,18748.5,KL,SIPO
15124,ISSUE,TRANSFER TO ACCOUNT,3419.0,42337.2,YZ,unknown
15126,ISSUE,TRANSFER TO ACCOUNT,107.0,51266.5,IJ,unknown
15128,ISSUE,TRANSFER TO ACCOUNT,1405.0,59721.2,KL,unknown
15131,CREDIT,TRANSFER FROM ACCOUNT,6242.0,26939.8,AB,DUCHOD
15132,CREDIT,TRANSFER FROM ACCOUNT,6540.0,29925.1,WX,DUCHOD
15133,ISSUE,TRANSFER TO ACCOUNT,300.0,40948.3,GH,SIPO
15134,ISSUE,TRANSFER TO ACCOUNT,8279.0,45355.7,YZ,SIPO
15135,ISSUE,TRANSFER TO ACCOUNT,713.0,44642.7,QR,unknown
15137,ISSUE,TRANSFER TO ACCOUNT,3225.0,37720.7,IJ,SIPO
15138,ISSUE,TRANSFER TO ACCOUNT,3744.0,22367.1,KL,SIPO
15139,ISSUE,TRANSFER TO ACCOUNT,2953.0,37674.5,QR,SIPO
15140,ISSUE,TRANSFER TO ACCOUNT,1.0,32266.6,UV,POJISTNE
15141,ISSUE,TRANSFER TO ACCOUNT,693.0,36981.5,OP,POJISTNE
15142,ISSUE,TRANSFER TO ACCOUNT,192.0,28202.5,OP,unknown
15143,ISSUE,TRANSFER TO ACCOUNT,2852.0,43975.1,OP,POJISTNE
15144,ISSUE,TRANSFER TO ACCOUNT,1475.0,46827.1,CD,unknown
15145,ISSUE,TRANSFER TO ACCOUNT,1505.0,26918.7,AB,unknown
15146,ISSUE,TRANSFER TO ACCOUNT,2976.0,23700.6,EF,SIPO
15152,ISSUE,TRANSFER TO ACCOUNT,471.0,28144.9,GH,unknown
15156,ISSUE,TRANSFER TO ACCOUNT,4639.0,23522.2,YZ,SIPO
15157,ISSUE,TRANSFER TO ACCOUNT,3854.0,22538.0,UV,SIPO
15158,ISSUE,TRANSFER TO ACCOUNT,1110.0,50103.6,ST,POJISTNE
15159,ISSUE,TRANSFER TO ACCOUNT,8301.0,47775.1,QR,SIPO
15165,ISSUE,TRANSFER TO ACCOUNT,2607.0,21907.7,WX,unknown
15167,ISSUE,TRANSFER TO ACCOUNT,3596.0,41266.1,QR,SIPO
15168,ISSUE,TRANSFER TO ACCOUNT,4065.0,44862.1,CD,POJISTNE
15173,ISSUE,TRANSFER TO ACCOUNT,292.0,25260.5,ST,unknown
15174,ISSUE,TRANSFER TO ACCOUNT,6001.0,19259.5,ST,SIPO
15178,ISSUE,TRANSFER TO ACCOUNT,5936.0,18426.2,KL,SIPO
15179,ISSUE,TRANSFER TO ACCOUNT,369.0,41975.5,GH,unknown
15180,ISSUE,TRANSFER TO ACCOUNT,6786.0,35189.5,QR,SIPO
15181,ISSUE,TRANSFER TO ACCOUNT,1757.0,25740.8,GH,SIPO
15182,ISSUE,TRANSFER TO ACCOUNT,2952.0,44138.5,IJ,SIPO
15183,ISSUE,TRANSFER TO ACCOUNT,1778.0,42360.5,OP,unknown
15184,ISSUE,TRANSFER TO ACCOUNT,502.0,28573.4,YZ,unknown
15185,ISSUE,TRANSFER TO ACCOUNT,2193.0,21249.7,GH,SIPO
15186,ISSUE,TRANSFER TO ACCOUNT,455.0,26939.1,KL,unknown
15192,ISSUE,TRANSFER TO ACCOUNT,3016.0,21873.6,KL,SIPO
15196,ISSUE,TRANSFER TO ACCOUNT,2803.0,39326.2,AB,POJISTNE
15199,ISSUE,TRANSFER TO ACCOUNT,563.0,29707.4,KL,POJISTNE
15200,ISSUE,TRANSFER TO ACCOUNT,8127.0,44322.0,WX,SIPO
15201,ISSUE,TRANSFER TO ACCOUNT,8042.0,3190.8,CD,unknown
15209,ISSUE,TRANSFER TO ACCOUNT,8633.0,40250.4,MN,SIPO
15212,CREDIT,TRANSFER FROM ACCOUNT,5210.0,28559.2,ST,DUCHOD
15214,ISSUE,TRANSFER TO ACCOUNT,647.0,16282.3,UV,SIPO
15215,ISSUE,TRANSFER TO ACCOUNT,10862.0,25269.9,IJ,SIPO
15219,ISSUE,TRANSFER TO ACCOUNT,1510.0,28619.3,OP,SIPO
15220,ISSUE,TRANSFER TO ACCOUNT,756.0,58266.8,CD,SIPO
15222,ISSUE,TRANSFER TO ACCOUNT,4146.0,64891.9,QR,SIPO
15227,ISSUE,TRANSFER TO ACCOUNT,8499.0,25074.0,QR,SIPO
15230,ISSUE,TRANSFER TO ACCOUNT,5135.0,43316.2,EF,unknown
15232,ISSUE,TRANSFER TO ACCOUNT,4087.0,18757.2,GH,unknown
15242,ISSUE,TRANSFER TO ACCOUNT,2008.0,28110.7,EF,unknown
15243,ISSUE,TRANSFER TO ACCOUNT,6260.0,58855.0,WX,SIPO
15245,ISSUE,TRANSFER TO ACCOUNT,3136.0,31009.1,EF,SIPO
15249,CREDIT,TRANSFER FROM ACCOUNT,4985.0,5285.0,AB,DUCHOD
15253,CREDIT,TRANSFER FROM ACCOUNT,6520.0,27180.0,CD,DUCHOD
15260,ISSUE,TRANSFER TO ACCOUNT,695.0,41635.6,GH,SIPO
15263,ISSUE,TRANSFER TO ACCOUNT,2534.0,35899.6,EF,SIPO
15269,ISSUE,TRANSFER TO ACCOUNT,2190.0,22299.2,MN,SIPO
15271,CREDIT,TRANSFER FROM ACCOUNT,6542.0,32910.0,OP,DUCHOD
15273,ISSUE,TRANSFER TO ACCOUNT,5426.0,32407.7,MN,SIPO
15276,ISSUE,TRANSFER TO ACCOUNT,2042.0,41347.3,EF,SIPO
15277,ISSUE,TRANSFER TO ACCOUNT,2113.0,23456.6,YZ,SIPO
15282,CREDIT,TRANSFER FROM ACCOUNT,4026.0,12408.8,QR,DUCHOD
15284,ISSUE,TRANSFER TO ACCOUNT,5596.0,54125.2,UV,POJISTNE
15287,ISSUE,TRANSFER TO ACCOUNT,3267.0,26658.1,AB,SIPO
15289,ISSUE,TRANSFER TO ACCOUNT,280.0,35258.0,WX,POJISTNE
15291,CREDIT,TRANSFER FROM ACCOUNT,6007.0,23292.4,MN,DUCHOD
15295,ISSUE,TRANSFER TO ACCOUNT,4681.0,30662.1,KL,unknown
15296,ISSUE,TRANSFER TO ACCOUNT,2505.0,25697.5,IJ,SIPO
15297,ISSUE,TRANSFER TO ACCOUNT,3179.0,40796.1,YZ,SIPO
15298,ISSUE,TRANSFER TO ACCOUNT,6748.0,56490.8,MN,SIPO
15299,ISSUE,TRANSFER TO ACCOUNT,153.0,26765.7,UV,SIPO
15303,ISSUE,TRANSFER TO ACCOUNT,543.0,36876.5,AB,SIPO
15307,ISSUE,TRANSFER TO ACCOUNT,5465.0,48086.2,ST,unknown
15308,ISSUE,TRANSFER TO ACCOUNT,295.0,14253.2,WX,unknown
15310,ISSUE,TRANSFER TO ACCOUNT,2998.0,26967.0,CD,SIPO
15312,ISSUE,TRANSFER TO ACCOUNT,1773.0,48330.6,MN,unknown
15315,ISSUE,TRANSFER TO ACCOUNT,6372.0,33035.3,ST,SIPO
15316,ISSUE,TRANSFER TO ACCOUNT,38.0,30198.7,EF,unknown
15319,CREDIT,TRANSFER FROM ACCOUNT,6850.0,14000.0,UV,DUCHOD
15320,ISSUE,TRANSFER TO ACCOUNT,1899.0,61352.8,CD,SIPO
15322,ISSUE,TRANSFER TO ACCOUNT,506.0,21401.7,KL,SIPO
15324,ISSUE,TRANSFER TO ACCOUNT,2163.0,44933.2,KL,unknown
15327,ISSUE,TRANSFER TO ACCOUNT,3252.0,48876.0,OP,SIPO
15328,ISSUE,TRANSFER TO ACCOUNT,1388.0,68400.8,ST,unknown
15329,CREDIT,TRANSFER FROM ACCOUNT,4337.0,22868.8,EF,DUCHOD
15331,ISSUE,TRANSFER TO ACCOUNT,4694.0,20838.8,UV,unknown
15332,CREDIT,TRANSFER FROM ACCOUNT,5922.0,29887.1,CD,DUCHOD
15333,CREDIT,TRANSFER FROM ACCOUNT,4235.0,22275.0,OP,DUCHOD
15335,CREDIT,TRANSFER FROM ACCOUNT,4641.0,10282.0,KL,DUCHOD
15336,ISSUE,TRANSFER TO ACCOUNT,172.0,28185.4,QR,SIPO
15340,ISSUE,TRANSFER TO ACCOUNT,4.0,62030.4,ST,unknown
15341,CREDIT,TRANSFER FROM ACCOUNT,6864.0,33745.4,QR,DUCHOD
15343,ISSUE,TRANSFER TO ACCOUNT,3940.0,34202.4,EF,unknown
15345,ISSUE,TRANSFER TO ACCOUNT,644.0,88949.5,EF,unknown
15347,ISSUE,TRANSFER TO ACCOUNT,2140.0,89593.5,WX,unknown
15348,ISSUE,TRANSFER TO ACCOUNT,5110.0,29006.5,EF,SIPO
15349,ISSUE,TRANSFER TO ACCOUNT,2051.0,26695.4,AB,SIPO
15350,ISSUE,TRANSFER TO ACCOUNT,9716.0,58204.9,AB,SIPO
15352,ISSUE,TRANSFER TO ACCOUNT,7571.0,59349.0,MN,SIPO
15356,CREDIT,TRANSFER FROM ACCOUNT,5492.0,23040.4,UV,DUCHOD
15357,ISSUE,TRANSFER TO ACCOUNT,2635.0,60431.5,UV,SIPO
15359,ISSUE,TRANSFER TO ACCOUNT,13204.0,23095.8,ST,SIPO
15360,ISSUE,TRANSFER TO ACCOUNT,6258.0,65254.6,UV,SIPO
15371,ISSUE,TRANSFER TO ACCOUNT,7312.0,53804.9,YZ,SIPO
15372,CREDIT,TRANSFER FROM ACCOUNT,6480.0,7080.0,YZ,DUCHOD
15376,ISSUE,TRANSFER TO ACCOUNT,1287.0,14995.3,EF,unknown
15377,ISSUE,TRANSFER TO ACCOUNT,3156.0,65820.4,EF,POJISTNE
15378,ISSUE,TRANSFER TO ACCOUNT,7.0,69762.0,QR,unknown
15379,ISSUE,TRANSFER TO ACCOUNT,4.0,69758.0,UV,POJISTNE
15381,ISSUE,TRANSFER TO ACCOUNT,2627.0,19806.4,QR,SIPO
15382,ISSUE,TRANSFER TO ACCOUNT,4736.0,68623.7,CD,SIPO
15384,ISSUE,TRANSFER TO ACCOUNT,1942.0,15130.3,UV,SIPO
15388,ISSUE,TRANSFER TO ACCOUNT,261.0,57194.7,YZ,unknown
15389,CREDIT,TRANSFER FROM ACCOUNT,4236.0,24223.7,AB,DUCHOD
15396,CREDIT,TRANSFER FROM ACCOUNT,6109.0,25436.0,GH,DUCHOD
15399,ISSUE,TRANSFER TO ACCOUNT,9546.0,23106.8,ST,SIPO
15400,ISSUE,TRANSFER TO ACCOUNT,3532.0,45637.2,ST,SIPO
15404,ISSUE,TRANSFER TO ACCOUNT,33.0,28077.7,KL,unknown
15405,ISSUE,TRANSFER TO ACCOUNT,1614.0,32433.9,MN,SIPO
15407,ISSUE,TRANSFER TO ACCOUNT,2791.0,27053.2,WX,SIPO
15411,CREDIT,TRANSFER FROM ACCOUNT,6677.0,7577.0,AB,DUCHOD
15413,ISSUE,TRANSFER TO ACCOUNT,1390.0,30070.7,ST,unknown
15414,CREDIT,TRANSFER FROM ACCOUNT,6105.0,29825.0,WX,DUCHOD
15420,ISSUE,TRANSFER TO ACCOUNT,43.0,19770.7,AB,SIPO
15423,ISSUE,TRANSFER TO ACCOUNT,2185.0,35734.3,YZ,unknown
15424,CREDIT,TRANSFER FROM ACCOUNT,6207.0,23491.9,YZ,DUCHOD
15426,ISSUE,TRANSFER TO ACCOUNT,7213.0,51515.4,YZ,SIPO
15434,ISSUE,TRANSFER TO ACCOUNT,9454.0,49105.6,EF,SIPO
15438,ISSUE,TRANSFER TO ACCOUNT,3231.0,29679.0,EF,SIPO
15440,ISSUE,TRANSFER TO ACCOUNT,3463.0,21262.6,IJ,SIPO
15441,ISSUE,TRANSFER TO ACCOUNT,2548.0,20572.9,AB,SIPO
15443,ISSUE,TRANSFER TO ACCOUNT,7663.0,52484.7,UV,SIPO
15445,ISSUE,TRANSFER TO ACCOUNT,6262.0,40250.7,EF,SIPO
15450,CREDIT,TRANSFER FROM ACCOUNT,4214.0,4614.0,GH,DUCHOD
15452,CREDIT,TRANSFER FROM ACCOUNT,5862.0,18486.0,WX,DUCHOD
15456,ISSUE,TRANSFER TO ACCOUNT,51.0,17868.0,GH,unknown
15458,ISSUE,TRANSFER TO ACCOUNT,4524.0,31967.3,UV,SIPO
15461,CREDIT,TRANSFER FROM ACCOUNT,6390.0,13600.0,OP,DUCHOD
15463,CREDIT,TRANSFER FROM ACCOUNT,6604.0,30304.6,YZ,DUCHOD
15467,ISSUE,TRANSFER TO ACCOUNT,41.0,30097.5,KL,POJISTNE
15468,ISSUE,TRANSFER TO ACCOUNT,5231.0,52368.8,IJ,SIPO
15470,ISSUE,TRANSFER TO ACCOUNT,5728.0,61911.2,CD,unknown
15472,CREDIT,TRANSFER FROM ACCOUNT,6273.0,12964.5,EF,DUCHOD
15474,ISSUE,TRANSFER TO ACCOUNT,1852.0,15622.2,OP,SIPO
15475,CREDIT,TRANSFER FROM ACCOUNT,4758.0,22359.8,GH,DUCHOD
15476,ISSUE,TRANSFER TO ACCOUNT,1978.0,27125.9,WX,SIPO
15479,ISSUE,TRANSFER TO ACCOUNT,5598.0,34674.3,CD,SIPO
15481,ISSUE,TRANSFER TO ACCOUNT,2655.0,29413.0,UV,SIPO
15484,ISSUE,TRANSFER TO ACCOUNT,6087.0,100288.2,CD,SIPO
15485,ISSUE,TRANSFER TO ACCOUNT,7591.0,38366.2,YZ,SIPO
15487,ISSUE,TRANSFER TO ACCOUNT,983.0,36131.5,AB,POJISTNE
15491,CREDIT,TRANSFER FROM ACCOUNT,6443.0,13204.7,CD,DUCHOD
15492,ISSUE,TRANSFER TO ACCOUNT,375.0,18590.1,YZ,unknown
15493,ISSUE,TRANSFER TO ACCOUNT,7875.0,30635.9,KL,SIPO
15497,ISSUE,TRANSFER TO ACCOUNT,1047.0,27138.4,OP,POJISTNE
15499,ISSUE,TRANSFER TO ACCOUNT,8092.0,19540.1,QR,SIPO
15503,ISSUE,TRANSFER TO ACCOUNT,3052.0,19204.3,GH,SIPO
15504,ISSUE,TRANSFER TO ACCOUNT,3970.0,25118.8,IJ,SIPO
15507,ISSUE,TRANSFER TO ACCOUNT,46.0,28163.3,OP,POJISTNE
15512,ISSUE,TRANSFER TO ACCOUNT,8720.0,28235.9,KL,SIPO
15513,ISSUE,TRANSFER TO ACCOUNT,6468.0,34662.4,WX,SIPO
15518,ISSUE,TRANSFER TO ACCOUNT,5608.0,34317.1,IJ,SIPO
15524,CREDIT,TRANSFER FROM ACCOUNT,5277.0,16169.2,IJ,DUCHOD
15528,ISSUE,TRANSFER TO ACCOUNT,1028.0,31405.9,GH,unknown
15533,ISSUE,TRANSFER TO ACCOUNT,9503.0,33724.6,EF,SIPO
