index,type,operation,amount,balance,bank,k_symbol,anomaly
313,ISSUE,TRANSFER TO ACCOUNT,9587.0,71837.0,KL,unknown,0
314,ISSUE,TRANSFER TO ACCOUNT,6719.0,45140.0,ST,SIPO,0
315,ISSUE,TRANSFER TO ACCOUNT,13169.0,52229.0,ST,SIPO,0
316,CREDIT,TRANSFER FROM ACCOUNT,5866.0,28399.0,CD,DUCHOD,0
317,ISSUE,TRANSFER TO ACCOUNT,11119.0,66741.0,KL,unknown,0
318,ISSUE,TRANSFER TO ACCOUNT,14208.0,43978.0,ST,SIPO,0
319,ISSUE,TRANSFER TO ACCOUNT,3758.0,33986.0,ST,SIPO,0
320,ISSUE,TRANSFER TO ACCOUNT,6097.0,34496.0,KL,POJISTNE,0
321,CREDIT,TRANSFER FROM ACCOUNT,5243.0,27548.0,CD,DUCHOD,0
322,ISSUE,TRANSFER TO ACCOUNT,7210.0,46532.0,ST,SIPO,0
323,ISSUE,TRANSFER TO ACCOUNT,5469.0,38975.0,ST,SIPO,0
324,ISSUE,TRANSFER TO ACCOUNT,1846.0,23092.0,KL,SIPO,0
325,ISSUE,TRANSFER TO ACCOUNT,1326.0,26404.0,ST,SIPO,0
326,ISSUE,TRANSFER TO ACCOUNT,12711.0,57416.0,ST,SIPO,0
327,ISSUE,TRANSFER TO ACCOUNT,9856.0,63483.0,KL,unknown,0
328,CREDIT,TRANSFER FROM ACCOUNT,5780.0,29647.0,CD,DUCHOD,0
329,CREDIT,TRANSFER FROM ACCOUNT,5833.0,23693.0,CD,DUCHOD,0
330,ISSUE,TRANSFER TO ACCOUNT,8743.0,44576.0,ST,SIPO,0
331,ISSUE,TRANSFER TO ACCOUNT,13369.0,69252.0,ST,SIPO,0
332,ISSUE,TRANSFER TO ACCOUNT,1446.0,23841.0,KL,SIPO,0
333,ISSUE,TRANSFER TO ACCOUNT,570.0,20536.0,ST,SIPO,0
334,ISSUE,TRANSFER TO ACCOUNT,954.0,18371.0,KL,SIPO,0
335,CREDIT,TRANSFER FROM ACCOUNT,6463.0,30255.0,CD,DUCHOD,0
336,ISSUE,TRANSFER TO ACCOUNT,3879.0,36540.0,KL,SIPO,0
337,ISSUE,TRANSFER TO ACCOUNT,2478.0,12694.0,ST,SIPO,0
338,ISSUE,TRANSFER TO ACCOUNT,57.0,18937.0,KL,SIPO,0
339,ISSUE,TRANSFER TO ACCOUNT,10394.0,78428.0,KL,unknown,0
340,ISSUE,TRANSFER TO ACCOUNT,19118.0,63988.0,KL,SIPO,0
341,ISSUE,TRANSFER TO ACCOUNT,1444.0,20568.0,ST,SIPO,0
342,CREDIT,TRANSFER FROM ACCOUNT,5649.0,28629.0,CD,DUCHOD,0
343,CREDIT,TRANSFER FROM ACCOUNT,8556.0,49054.0,CD,DUCHOD,0
344,ISSUE,TRANSFER TO ACCOUNT,2349.0,28587.0,KL,SIPO,0
345,CREDIT,TRANSFER FROM ACCOUNT,5957.0,23943.0,CD,POJISTNE,0
346,ISSUE,TRANSFER TO ACCOUNT,2251.0,32505.0,ST,SIPO,0
347,CREDIT,TRANSFER FROM ACCOUNT,6065.0,24914.0,CD,DUCHOD,0
348,CREDIT,TRANSFER FROM ACCOUNT,5652.0,23599.0,CD,DUCHOD,0
349,ISSUE,TRANSFER TO ACCOUNT,2970.0,29049.0,ST,SIPO,0
350,ISSUE,TRANSFER TO ACCOUNT,12790.0,79156.0,ST,unknown,0
351,ISSUE,TRANSFER TO ACCOUNT,14393.0,69021.0,ST,unknown,0
352,ISSUE,TRANSFER TO ACCOUNT,1632.0,23335.0,ST,SIPO,0
353,CREDIT,TRANSFER FROM ACCOUNT,6609.0,26954.0,UV,DUCHOD,0
354,ISSUE,TRANSFER TO ACCOUNT,12570.0,66705.0,ST,unknown,0
355,ISSUE,TRANSFER TO ACCOUNT,3195.0,19943.0,KL,SIPO,0
356,ISSUE,TRANSFER TO ACCOUNT,404.0,18604.0,ST,SIPO,0
357,CREDIT,TRANSFER FROM ACCOUNT,5644.0,24031.0,UV,DUCHOD,0
358,ISSUE,TRANSFER TO ACCOUNT,5132.0,32583.0,ST,SIPO,0
359,CREDIT,TRANSFER FROM ACCOUNT,7827.0,40078.0,OP,DUCHOD,0
360,CREDIT,TRANSFER FROM ACCOUNT,5839.0,25899.0,UV,DUCHOD,0
361,ISSUE,TRANSFER TO ACCOUNT,9789.0,65827.0,ST,unknown,0
362,ISSUE,TRANSFER TO ACCOUNT,1.0,10678.0,ST,SIPO,0
363,ISSUE,TRANSFER TO ACCOUNT,44.0,15320.0,ST,SIPO,0
364,ISSUE,TRANSFER TO ACCOUNT,17644.0,66633.0,KL,SIPO,0
365,ISSUE,TRANSFER TO ACCOUNT,2035.0,27777.0,ST,SIPO,0
366,ISSUE,TRANSFER TO ACCOUNT,1.0,29980.0,ST,unknown,0
367,ISSUE,TRANSFER TO ACCOUNT,214.0,17456.0,KL,SIPO,0
368,ISSUE,TRANSFER TO ACCOUNT,2057.0,20011.0,ST,SIPO,0
369,CREDIT,TRANSFER FROM ACCOUNT,5420.0,26668.0,OP,POJISTNE,0
370,CREDIT,TRANSFER FROM ACCOUNT,6021.0,25166.0,OP,POJISTNE,0
371,ISSUE,TRANSFER TO ACCOUNT,8518.0,30898.0,CD,POJISTNE,0
372,CREDIT,TRANSFER FROM ACCOUNT,8019.0,33203.0,OP,DUCHOD,0
373,ISSUE,TRANSFER TO ACCOUNT,8907.0,64646.0,ST,unknown,0
374,ISSUE,TRANSFER TO ACCOUNT,4880.0,24694.0,CD,POJISTNE,0
375,ISSUE,TRANSFER TO ACCOUNT,13459.0,86072.0,ST,unknown,0
376,ISSUE,TRANSFER TO ACCOUNT,10703.0,74960.0,ST,unknown,0
377,CREDIT,TRANSFER FROM ACCOUNT,5995.0,27919.0,UV,DUCHOD,0
378,ISSUE,TRANSFER TO ACCOUNT,7916.0,61033.0,ST,unknown,0
379,ISSUE,TRANSFER TO ACCOUNT,2230.0,24461.0,ST,SIPO,0
380,ISSUE,TRANSFER TO ACCOUNT,10743.0,59166.0,ST,unknown,0
381,ISSUE,TRANSFER TO ACCOUNT,6793.0,52949.0,ST,unknown,0
382,ISSUE,TRANSFER TO ACCOUNT,6922.0,72480.0,ST,unknown,0
383,CREDIT,TRANSFER FROM ACCOUNT,5489.0,25705.0,CD,DUCHOD,0
384,CREDIT,TRANSFER FROM ACCOUNT,5006.0,21434.0,UV,DUCHOD,0
385,ISSUE,TRANSFER TO ACCOUNT,1.0,23223.0,ST,unknown,0
386,CREDIT,TRANSFER FROM ACCOUNT,5518.0,19422.0,OP,DUCHOD,0
387,ISSUE,TRANSFER TO ACCOUNT,5245.0,35716.0,AB,DUCHOD,0
388,ISSUE,TRANSFER TO ACCOUNT,5754.0,46866.0,ST,unknown,0
389,CREDIT,TRANSFER FROM ACCOUNT,4607.0,25143.0,UV,DUCHOD,0
390,CREDIT,TRANSFER FROM ACCOUNT,4849.0,18550.0,UV,DUCHOD,0
391,ISSUE,TRANSFER TO ACCOUNT,1.0,28262.0,ST,unknown,0
392,CREDIT,TRANSFER FROM ACCOUNT,7418.0,29533.0,OP,DUCHOD,0
393,ISSUE,TRANSFER TO ACCOUNT,8332.0,53403.0,ST,unknown,0
394,CREDIT,TRANSFER FROM ACCOUNT,5735.0,22884.0,UV,DUCHOD,0
395,ISSUE,TRANSFER TO ACCOUNT,1425.0,35423.0,ST,unknown,0
396,CREDIT,TRANSFER FROM ACCOUNT,5974.0,28086.0,CD,DUCHOD,0
397,ISSUE,TRANSFER TO ACCOUNT,1.0,30660.0,ST,unknown,0
398,CREDIT,TRANSFER FROM ACCOUNT,5202.0,25772.0,UV,DUCHOD,0
399,CREDIT,TRANSFER FROM ACCOUNT,5386.0,24460.0,UV,DUCHOD,0
400,ISSUE,TRANSFER TO ACCOUNT,9583.0,77073.0,ST,unknown,0
401,ISSUE,TRANSFER TO ACCOUNT,2654.0,34159.0,ST,SIPO,0
402,CREDIT,TRANSFER FROM ACCOUNT,4819.0,17917.0,UV,DUCHOD,0
403,ISSUE,TRANSFER TO ACCOUNT,2546.0,35781.0,ST,unknown,0
404,ISSUE,TRANSFER TO ACCOUNT,1.0,17131.0,ST,SIPO,0
405,CREDIT,TRANSFER FROM ACCOUNT,5278.0,22336.0,OP,DUCHOD,0
406,CREDIT,TRANSFER FROM ACCOUNT,4991.0,19673.0,OP,DUCHOD,0
407,CREDIT,TRANSFER FROM ACCOUNT,6130.0,23198.0,OP,DUCHOD,0
408,CREDIT,TRANSFER FROM ACCOUNT,5753.0,25916.0,UV,DUCHOD,0
409,ISSUE,TRANSFER TO ACCOUNT,5417.0,42088.0,ST,unknown,0
410,CREDIT,TRANSFER FROM ACCOUNT,5866.0,21911.0,OP,DUCHOD,0
411,ISSUE,TRANSFER TO ACCOUNT,4584.0,54588.0,ST,unknown,0
412,ISSUE,TRANSFER TO ACCOUNT,12413.0,64839.0,ST,unknown,0
413,CREDIT,TRANSFER FROM ACCOUNT,4160.0,17710.0,OP,DUCHOD,0
414,CREDIT,TRANSFER FROM ACCOUNT,9086.0,48158.0,OP,DUCHOD,0
415,ISSUE,TRANSFER TO ACCOUNT,13566.0,60864.0,ST,unknown,0
416,ISSUE,TRANSFER TO ACCOUNT,9522.0,55430.0,ST,unknown,0
417,ISSUE,TRANSFER TO ACCOUNT,1.0,24797.0,ST,unknown,0
418,CREDIT,TRANSFER FROM ACCOUNT,4484.0,22280.0,UV,DUCHOD,0
419,ISSUE,TRANSFER TO ACCOUNT,1151.0,18955.0,ST,SIPO,0
420,CREDIT,TRANSFER FROM ACCOUNT,5148.0,24879.0,UV,DUCHOD,0
421,ISSUE,TRANSFER TO ACCOUNT,10490.0,53651.0,ST,unknown,0
422,CREDIT,TRANSFER FROM ACCOUNT,6711.0,26346.0,OP,DUCHOD,0
423,CREDIT,TRANSFER FROM ACCOUNT,5215.0,26254.0,UV,DUCHOD,0
424,ISSUE,TRANSFER TO ACCOUNT,11807.0,72284.0,ST,unknown,0
425,CREDIT,TRANSFER FROM ACCOUNT,5222.0,23481.0,UV,DUCHOD,0
426,CREDIT,TRANSFER FROM ACCOUNT,5573.0,15989.0,OP,DUCHOD,0
427,ISSUE,TRANSFER TO ACCOUNT,1.0,11024.0,ST,SIPO,0
428,CREDIT,TRANSFER FROM ACCOUNT,6581.0,24085.0,OP,DUCHOD,0
429,CREDIT,TRANSFER FROM ACCOUNT,5713.0,18462.0,OP,DUCHOD,0
430,CREDIT,TRANSFER FROM ACCOUNT,7088.0,33189.0,OP,DUCHOD,0
431,ISSUE,TRANSFER TO ACCOUNT,7238.0,60821.0,ST,unknown,0
432,CREDIT,TRANSFER FROM ACCOUNT,5602.0,22631.0,UV,DUCHOD,0
433,ISSUE,TRANSFER TO ACCOUNT,7319.0,59714.0,ST,unknown,0
434,ISSUE,TRANSFER TO ACCOUNT,2408.0,34907.0,ST,unknown,0
435,CREDIT,TRANSFER FROM ACCOUNT,6405.0,26364.0,OP,DUCHOD,0
436,ISSUE,TRANSFER TO ACCOUNT,687.0,27920.0,ST,unknown,0
437,ISSUE,TRANSFER TO ACCOUNT,758.0,35995.0,ST,unknown,0
438,ISSUE,TRANSFER TO ACCOUNT,2866.0,28876.0,ST,SIPO,0
439,ISSUE,TRANSFER TO ACCOUNT,1.0,32880.0,CD,POJISTNE,0
440,CREDIT,TRANSFER FROM ACCOUNT,6613.0,29634.0,OP,DUCHOD,0
441,ISSUE,TRANSFER TO ACCOUNT,11306.0,57883.0,EF,SIPO,0
442,ISSUE,TRANSFER TO ACCOUNT,1890.0,-1190.0,ST,SIPO,0
443,CREDIT,TRANSFER FROM ACCOUNT,8285.0,45422.0,UV,DUCHOD,0
444,ISSUE,TRANSFER TO ACCOUNT,1.0,17177.0,KL,SIPO,0
445,ISSUE,TRANSFER TO ACCOUNT,5701.0,57021.0,ST,unknown,0
446,CREDIT,TRANSFER FROM ACCOUNT,5059.0,27377.0,OP,DUCHOD,0
447,CREDIT,TRANSFER FROM ACCOUNT,5460.0,26043.0,OP,DUCHOD,0
448,ISSUE,TRANSFER TO ACCOUNT,4519.0,42455.0,ST,unknown,0
449,CREDIT,TRANSFER FROM ACCOUNT,7505.0,42876.0,OP,DUCHOD,0
450,ISSUE,TRANSFER TO ACCOUNT,76.0,28826.0,ST,unknown,0
451,ISSUE,TRANSFER TO ACCOUNT,5731.0,45142.0,ST,unknown,0
452,CREDIT,TRANSFER FROM ACCOUNT,5641.0,24940.0,IJ,DUCHOD,0
453,ISSUE,TRANSFER TO ACCOUNT,1544.0,23132.0,ST,SIPO,0
454,CREDIT,TRANSFER FROM ACCOUNT,5482.0,23180.0,UV,DUCHOD,0
455,CREDIT,TRANSFER FROM ACCOUNT,5566.0,25258.0,UV,DUCHOD,0
456,CREDIT,TRANSFER FROM ACCOUNT,5286.0,20397.0,IJ,DUCHOD,0
457,ISSUE,TRANSFER TO ACCOUNT,1026.0,29000.0,ST,unknown,0
458,CREDIT,TRANSFER FROM ACCOUNT,4809.0,23087.0,OP,DUCHOD,0
459,ISSUE,TRANSFER TO ACCOUNT,1.0,16032.0,ST,SIPO,0
460,CREDIT,TRANSFER FROM ACCOUNT,6833.0,27252.0,OP,DUCHOD,0
461,CREDIT,TRANSFER FROM ACCOUNT,5191.0,24614.0,OP,DUCHOD,0
462,ISSUE,TRANSFER TO ACCOUNT,11179.0,59779.0,EF,SIPO,0
463,CREDIT,TRANSFER FROM ACCOUNT,6129.0,26919.0,IJ,DUCHOD,0
464,CREDIT,TRANSFER FROM ACCOUNT,5513.0,21710.0,UV,DUCHOD,0
465,CREDIT,TRANSFER FROM ACCOUNT,5579.0,21982.0,OP,DUCHOD,0
466,CREDIT,TRANSFER FROM ACCOUNT,4494.0,17995.0,UV,DUCHOD,0
467,CREDIT,TRANSFER FROM ACCOUNT,5899.0,26075.0,UV,DUCHOD,0
468,CREDIT,TRANSFER FROM ACCOUNT,6128.0,25364.0,OP,DUCHOD,0
469,CREDIT,TRANSFER FROM ACCOUNT,4526.0,14469.0,UV,DUCHOD,0
470,CREDIT,TRANSFER FROM ACCOUNT,5539.0,23144.0,OP,DUCHOD,0
471,CREDIT,TRANSFER FROM ACCOUNT,4610.0,20685.0,UV,DUCHOD,0
472,ISSUE,TRANSFER TO ACCOUNT,227.0,27760.0,ST,unknown,0
473,ISSUE,TRANSFER TO ACCOUNT,2521.0,40450.0,IJ,unknown,0
474,ISSUE,TRANSFER TO ACCOUNT,1.0,8366.0,ST,SIPO,0
475,CREDIT,TRANSFER FROM ACCOUNT,8736.0,36816.0,IJ,DUCHOD,0
476,CREDIT,TRANSFER FROM ACCOUNT,5580.0,23363.0,OP,DUCHOD,0
477,ISSUE,TRANSFER TO ACCOUNT,3630.0,49104.0,ST,unknown,0
478,CREDIT,TRANSFER FROM ACCOUNT,5145.0,22485.0,OP,DUCHOD,0
479,CREDIT,TRANSFER FROM ACCOUNT,8931.0,51272.0,OP,DUCHOD,0
480,CREDIT,TRANSFER FROM ACCOUNT,9351.0,32359.0,IJ,DUCHOD,0
481,CREDIT,TRANSFER FROM ACCOUNT,5512.0,23099.0,OP,DUCHOD,0
482,CREDIT,TRANSFER FROM ACCOUNT,5938.0,21948.0,OP,DUCHOD,0
483,CREDIT,TRANSFER FROM ACCOUNT,5475.0,23997.0,OP,DUCHOD,0
484,CREDIT,TRANSFER FROM ACCOUNT,7297.0,44933.0,IJ,DUCHOD,0
485,CREDIT,TRANSFER FROM ACCOUNT,5695.0,21816.0,OP,DUCHOD,0
486,CREDIT,TRANSFER FROM ACCOUNT,8271.0,30759.0,IJ,DUCHOD,0
487,CREDIT,TRANSFER FROM ACCOUNT,7885.0,31962.0,OP,DUCHOD,0
488,CREDIT,TRANSFER FROM ACCOUNT,7127.0,23235.0,IJ,DUCHOD,0
489,CREDIT,TRANSFER FROM ACCOUNT,9439.0,47655.0,IJ,DUCHOD,0
490,CREDIT,TRANSFER FROM ACCOUNT,5831.0,21406.0,OP,DUCHOD,0
491,ISSUE,TRANSFER TO ACCOUNT,8241.0,49653.0,EF,SIPO,0
492,CREDIT,TRANSFER FROM ACCOUNT,6595.0,27869.0,OP,DUCHOD,0
493,ISSUE,TRANSFER TO ACCOUNT,3422.0,44186.0,IJ,unknown,0
494,CREDIT,TRANSFER FROM ACCOUNT,5945.0,26326.0,IJ,DUCHOD,0
495,ISSUE,TRANSFER TO ACCOUNT,9540.0,47278.0,EF,SIPO,0
496,CREDIT,TRANSFER FROM ACCOUNT,5488.0,20928.0,OP,DUCHOD,0
497,ISSUE,TRANSFER TO ACCOUNT,12941.0,66409.0,EF,SIPO,0
498,CREDIT,TRANSFER FROM ACCOUNT,5797.0,22544.0,UV,DUCHOD,0
499,ISSUE,TRANSFER TO ACCOUNT,9859.0,60523.0,EF,SIPO,0
500,CREDIT,TRANSFER FROM ACCOUNT,5616.0,20506.0,IJ,DUCHOD,0
501,CREDIT,TRANSFER FROM ACCOUNT,5778.0,26516.0,IJ,DUCHOD,0
502,CREDIT,TRANSFER FROM ACCOUNT,6218.0,24893.0,UV,DUCHOD,0
503,CREDIT,TRANSFER FROM ACCOUNT,5597.0,24545.0,OP,DUCHOD,0
504,CREDIT,TRANSFER FROM ACCOUNT,6022.0,26911.0,OP,DUCHOD,0
505,ISSUE,TRANSFER TO ACCOUNT,6572.0,46160.0,EF,SIPO,0
506,CREDIT,TRANSFER FROM ACCOUNT,5023.0,21768.0,OP,DUCHOD,0
507,ISSUE,TRANSFER TO ACCOUNT,5207.0,13087.0,WX,DUCHOD,0
508,CREDIT,TRANSFER FROM ACCOUNT,4896.0,25682.0,OP,DUCHOD,0
509,CREDIT,TRANSFER FROM ACCOUNT,6374.0,26798.0,OP,DUCHOD,0
510,CREDIT,TRANSFER FROM ACCOUNT,4584.0,24285.0,OP,DUCHOD,0
511,CREDIT,TRANSFER FROM ACCOUNT,4807.0,21995.0,UV,DUCHOD,0
512,CREDIT,TRANSFER FROM ACCOUNT,7455.0,44771.0,OP,DUCHOD,0
513,CREDIT,TRANSFER FROM ACCOUNT,5733.0,24559.0,UV,DUCHOD,0
514,CREDIT,TRANSFER FROM ACCOUNT,5747.0,21117.0,UV,DUCHOD,0
515,CREDIT,TRANSFER FROM ACCOUNT,6215.0,21578.0,IJ,DUCHOD,0
516,CREDIT,TRANSFER FROM ACCOUNT,5127.0,24172.0,OP,DUCHOD,0
517,CREDIT,TRANSFER FROM ACCOUNT,5411.0,19657.0,OP,DUCHOD,0
518,CREDIT,TRANSFER FROM ACCOUNT,5860.0,25517.0,OP,DUCHOD,0
519,ISSUE,TRANSFER TO ACCOUNT,9975.0,72457.0,EF,SIPO,0
520,CREDIT,TRANSFER FROM ACCOUNT,3469.0,17351.0,OP,DUCHOD,0
521,CREDIT,TRANSFER FROM ACCOUNT,5046.0,20657.0,OP,DUCHOD,0
522,CREDIT,TRANSFER FROM ACCOUNT,4914.0,19785.0,WX,DUCHOD,0
523,ISSUE,TRANSFER TO ACCOUNT,7912.0,46112.0,AB,SIPO,0
524,ISSUE,TRANSFER TO ACCOUNT,3984.0,54130.0,IJ,unknown,0
525,CREDIT,TRANSFER FROM ACCOUNT,6802.0,27748.0,OP,DUCHOD,0
526,CREDIT,TRANSFER FROM ACCOUNT,5924.0,23503.0,IJ,DUCHOD,0
527,CREDIT,TRANSFER FROM ACCOUNT,7821.0,35447.0,OP,DUCHOD,0
528,ISSUE,TRANSFER TO ACCOUNT,10718.0,76763.0,EF,SIPO,0
529,ISSUE,TRANSFER TO ACCOUNT,8119.0,59871.0,EF,SIPO,0
530,CREDIT,TRANSFER FROM ACCOUNT,6491.0,36652.0,IJ,DUCHOD,0
531,CREDIT,TRANSFER FROM ACCOUNT,5610.0,26909.0,UV,DUCHOD,0
532,CREDIT,TRANSFER FROM ACCOUNT,5827.0,26322.0,UV,DUCHOD,0
533,CREDIT,TRANSFER FROM ACCOUNT,5029.0,30234.0,OP,DUCHOD,0
534,CREDIT,TRANSFER FROM ACCOUNT,7237.0,46737.0,OP,DUCHOD,0
535,ISSUE,TRANSFER TO ACCOUNT,8430.0,55979.0,EF,SIPO,0
536,CREDIT,TRANSFER FROM ACCOUNT,5115.0,25084.0,OP,DUCHOD,0
537,CREDIT,TRANSFER FROM ACCOUNT,5162.0,21669.0,UV,DUCHOD,0
538,ISSUE,TRANSFER TO ACCOUNT,14109.0,78125.0,EF,SIPO,0
539,CREDIT,TRANSFER FROM ACCOUNT,6800.0,28547.0,OP,DUCHOD,0
540,ISSUE,TRANSFER TO ACCOUNT,7265.0,51512.0,EF,SIPO,0
541,CREDIT,TRANSFER FROM ACCOUNT,7642.0,28083.0,IJ,DUCHOD,0
542,CREDIT,TRANSFER FROM ACCOUNT,6201.0,23469.0,OP,DUCHOD,0
543,ISSUE,TRANSFER TO ACCOUNT,78.0,29127.0,ST,unknown,0
544,CREDIT,TRANSFER FROM ACCOUNT,5428.0,23829.0,IJ,DUCHOD,0
545,ISSUE,TRANSFER TO ACCOUNT,13820.0,51873.0,EF,SIPO,0
546,ISSUE,TRANSFER TO ACCOUNT,7547.0,35849.0,EF,SIPO,0
547,CREDIT,TRANSFER FROM ACCOUNT,4673.0,26495.0,IJ,DUCHOD,0
548,CREDIT,TRANSFER FROM ACCOUNT,6089.0,24509.0,OP,DUCHOD,0
549,ISSUE,TRANSFER TO ACCOUNT,6437.0,26449.0,IJ,DUCHOD,0
550,CREDIT,TRANSFER FROM ACCOUNT,6177.0,21690.0,IJ,DUCHOD,0
551,CREDIT,TRANSFER FROM ACCOUNT,8110.0,29216.0,IJ,DUCHOD,0
552,ISSUE,TRANSFER TO ACCOUNT,13618.0,52436.0,EF,SIPO,0
553,CREDIT,TRANSFER FROM ACCOUNT,6191.0,27016.0,IJ,DUCHOD,0
554,CREDIT,TRANSFER FROM ACCOUNT,5293.0,26671.0,OP,DUCHOD,0
555,CREDIT,TRANSFER FROM ACCOUNT,5161.0,25979.0,OP,DUCHOD,0
556,CREDIT,TRANSFER FROM ACCOUNT,8160.0,32098.0,IJ,DUCHOD,0
557,ISSUE,TRANSFER TO ACCOUNT,5676.0,47441.0,IJ,unknown,0
558,ISSUE,TRANSFER TO ACCOUNT,8878.0,58155.0,EF,SIPO,0
559,CREDIT,TRANSFER FROM ACCOUNT,6214.0,23808.0,OP,DUCHOD,0
560,CREDIT,TRANSFER FROM ACCOUNT,9997.0,59203.0,IJ,DUCHOD,0
561,CREDIT,TRANSFER FROM ACCOUNT,6853.0,22366.0,IJ,DUCHOD,0
562,CREDIT,TRANSFER FROM ACCOUNT,6322.0,32859.0,OP,DUCHOD,0
563,CREDIT,TRANSFER FROM ACCOUNT,6810.0,28241.0,IJ,DUCHOD,0
564,ISSUE,TRANSFER TO ACCOUNT,7162.0,42296.0,EF,SIPO,0
565,CREDIT,TRANSFER FROM ACCOUNT,5786.0,25513.0,OP,DUCHOD,0
566,CREDIT,TRANSFER FROM ACCOUNT,6317.0,24530.0,IJ,DUCHOD,0
567,ISSUE,TRANSFER TO ACCOUNT,9039.0,60569.0,EF,SIPO,0
568,CREDIT,TRANSFER FROM ACCOUNT,9464.0,56297.0,IJ,DUCHOD,0
569,CREDIT,TRANSFER FROM ACCOUNT,5426.0,28730.0,OP,DUCHOD,0
570,CREDIT,TRANSFER FROM ACCOUNT,6111.0,21931.0,WX,DUCHOD,0
571,CREDIT,TRANSFER FROM ACCOUNT,6558.0,25997.0,WX,DUCHOD,0
572,CREDIT,TRANSFER FROM ACCOUNT,5795.0,24568.0,IJ,DUCHOD,0
573,CREDIT,TRANSFER FROM ACCOUNT,7542.0,37681.0,IJ,DUCHOD,0
574,CREDIT,TRANSFER FROM ACCOUNT,5432.0,26656.0,OP,DUCHOD,0
575,CREDIT,TRANSFER FROM ACCOUNT,5190.0,24783.0,OP,DUCHOD,0
576,CREDIT,TRANSFER FROM ACCOUNT,5273.0,26256.0,OP,DUCHOD,0
577,CREDIT,TRANSFER FROM ACCOUNT,6966.0,28376.0,IJ,DUCHOD,0
578,CREDIT,TRANSFER FROM ACCOUNT,5599.0,22936.0,UV,DUCHOD,0
579,CREDIT,TRANSFER FROM ACCOUNT,6056.0,23867.0,IJ,DUCHOD,0
580,CREDIT,TRANSFER FROM ACCOUNT,5028.0,27647.0,UV,DUCHOD,0
581,ISSUE,TRANSFER TO ACCOUNT,9281.0,55666.0,EF,SIPO,0
582,ISSUE,TRANSFER TO ACCOUNT,6765.0,40432.0,EF,SIPO,0
583,ISSUE,TRANSFER TO ACCOUNT,7056.0,53350.0,IJ,unknown,0
584,ISSUE,TRANSFER TO ACCOUNT,9298.0,49653.0,EF,SIPO,0
585,ISSUE,TRANSFER TO ACCOUNT,7115.0,43847.0,AB,SIPO,0
586,ISSUE,TRANSFER TO ACCOUNT,4577.0,55495.0,IJ,unknown,0
587,CREDIT,TRANSFER FROM ACCOUNT,4144.0,7055.0,WX,DUCHOD,0
588,CREDIT,TRANSFER FROM ACCOUNT,5641.0,27393.0,OP,DUCHOD,0
589,CREDIT,TRANSFER FROM ACCOUNT,5513.0,19244.0,OP,DUCHOD,0
590,CREDIT,TRANSFER FROM ACCOUNT,4941.0,22757.0,OP,DUCHOD,0
591,CREDIT,TRANSFER FROM ACCOUNT,7257.0,26120.0,IJ,DUCHOD,0
592,CREDIT,TRANSFER FROM ACCOUNT,5436.0,22993.0,IJ,DUCHOD,0
593,ISSUE,TRANSFER TO ACCOUNT,7135.0,41706.0,EF,SIPO,0
594,CREDIT,TRANSFER FROM ACCOUNT,6719.0,35474.0,WX,DUCHOD,0
595,CREDIT,TRANSFER FROM ACCOUNT,6248.0,25264.0,IJ,DUCHOD,0
596,CREDIT,TRANSFER FROM ACCOUNT,5819.0,25117.0,OP,DUCHOD,0
597,CREDIT,TRANSFER FROM ACCOUNT,6581.0,25432.0,IJ,DUCHOD,0
598,CREDIT,TRANSFER FROM ACCOUNT,4609.0,19457.0,OP,DUCHOD,0
599,CREDIT,TRANSFER FROM ACCOUNT,5195.0,28004.0,OP,DUCHOD,0
600,CREDIT,TRANSFER FROM ACCOUNT,5819.0,21652.0,OP,DUCHOD,0
601,CREDIT,TRANSFER FROM ACCOUNT,6418.0,29234.0,IJ,DUCHOD,0
602,ISSUE,TRANSFER TO ACCOUNT,6532.0,34486.0,EF,SIPO,0
603,ISSUE,TRANSFER TO ACCOUNT,2750.0,45145.0,WX,unknown,0
604,CREDIT,TRANSFER FROM ACCOUNT,5716.0,28687.0,IJ,DUCHOD,0
605,CREDIT,TRANSFER FROM ACCOUNT,4648.0,29417.0,WX,DUCHOD,0
606,CREDIT,TRANSFER FROM ACCOUNT,6140.0,20757.0,OP,DUCHOD,0
607,ISSUE,TRANSFER TO ACCOUNT,7825.0,40679.0,EF,SIPO,0
608,ISSUE,TRANSFER TO ACCOUNT,15653.0,60154.0,EF,SIPO,0
609,CREDIT,TRANSFER FROM ACCOUNT,6392.0,24106.0,IJ,DUCHOD,0
610,CREDIT,TRANSFER FROM ACCOUNT,5152.0,23559.0,OP,DUCHOD,0
611,CREDIT,TRANSFER FROM ACCOUNT,5556.0,22825.0,IJ,DUCHOD,0
612,ISSUE,TRANSFER TO ACCOUNT,4763.0,38874.0,EF,SIPO,0
613,CREDIT,TRANSFER FROM ACCOUNT,9131.0,38195.0,IJ,DUCHOD,0
614,ISSUE,TRANSFER TO ACCOUNT,6781.0,37935.0,EF,SIPO,0
615,ISSUE,TRANSFER TO ACCOUNT,930.0,37970.0,IJ,unknown,0
616,ISSUE,TRANSFER TO ACCOUNT,7460.0,53586.0,IJ,unknown,0
617,ISSUE,TRANSFER TO ACCOUNT,8148.0,79264.0,IJ,unknown,0
618,ISSUE,TRANSFER TO ACCOUNT,10945.0,60135.0,IJ,unknown,0
